regra,cnpj_fundo,nome_fidc,competencias_afetadas,pl_max,classificacao_atual,classificacao_potencial,motivo,evidencia,acao_sugerida
multicarteira_com_classificacao_especifica,42583959000147,ISS VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",71192912.39,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 789046 p. 13 [precatórios e requisitórios contra entes públicos]: MAR, IMEDIATAMENTE, VIA COMUNICADO AO MERCADO OU FATO RELEVANTE, A DEPENDER DA RELEVANCIA, SOBRE QUAISQUER EVENTOS DE REAVALIACAO DO ATIVO NO QUE SE REFERE A CLASSE QUE ADQUIRA OS PRECATORIOS FEDERAIS PREVISTOS NO ART. 2O, § 1O, INCISO II, DO ANEXO NORMATIVO II DA RCVM 175 , OBSERVADAS AS EXIGENCIAS ATINENTES AO RESPECTIVO PUBLICO-ALVO. 1.1.8. O DOCUMENTO REFERIDO NA ALINEA “B” DEVE SER ENCAMINHADO MENSALMENTE, EM ATE 10 (DEZ) DIAS UTEIS APOS O ENCERRAMENTO DO MES A QUE SE REFERIREM. 1.2. DA GESTORA 1.2.1. | regulamento 789046 p. 62 [recebíveis comerciais / multissetorial]: DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR. A CLASSE PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS POR MEIO DE CARACTERES EMITIDOS EM COMPUTADOR, DENTRE ELES A DUPLICATA DIGITAL. ESSA E UMA MODALIDADE RECENTE DE TITULO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DO DIREITO CREDITORIO EM PAPEL. NO CASO DE INADIMPLEMENTO, TAL MODALIDADE PODE DIFICULTAR ACAO DE EXECUCAO DO RESPECTIVO DIREITO CREDITORIO, UMA VEZ QUE NAO EXISTE UM ENTENDIMENTO UNIFORME DA D || CEDENTE/ORIGINADOR: regulame",revisar manualmente
multicarteira_com_classificacao_especifica,20717010000150,SOLITUDE PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,"2026-03, 2026-04, 2026-05, 2026-06",69720804.57,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","assembleia 1169053 p. 1 [precatórios e requisitórios contra entes públicos]: RUA MARIA CAROLINA, 624 ▪ 7° ATE 12O ANDAR ▪ SAO PAULO/SP ▪ 01445-000 | TEL.: (55 11) 2827-3500 | WWW.QITECH.COM.BR/ SOLITUDE PRECATORIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO CNPJ NO 20.717.010/0001-50 (“FUNDO”) ATA DE ASSEMBLEIA GERAL EXTRAORDINARIA DE COTISTAS REALIZADA EM 10 DE ABRIL DE 2026 01. DATA, HORA E LOCAL : REALIZADA AOS 10 DIAS DO MES DE ABRIL DE 2026, AS 14HS, DE FORMA NAO PRESENCIAL, PELA ADMINISTRADORA DO FUNDO,",revisar manualmente
multicarteira_com_classificacao_especifica,37780694000137,SONAR PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",68609137.68,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 916776 p. 2 [precatórios e requisitórios contra entes públicos]: 2 GLOSSARIO DOS PRINCIPAIS TERMOS E EXPRESSOES UTILIZADOS NO REGULAMENTO DO SONAR PRECATORIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DEFINICOES. OS TERMOS E EXPRESSOES UTILIZADOS NESTE REGULAMENTO, QUANDO INICIADOS POR LETRA MAIUSCULA, TEM O SIGNIFICADO A ELES ATRIBUIDOS NO GLOSSARIO ABAIXO. ALEM DISSO: (I) SEMPRE QUE EXIGIDO PELO CONTEXTO, AS DEFINICOES CONTIDAS NESTE REGULAMENTO APLICAR - SE-AO TANTO || CEDENTE/ORIGINADOR: regulamento 916776 p. 15: CEDENTE E DOS DEVEDORES; B) EFETUAR A ANALISE DE CREDITO DE POTENCIAIS DEVEDORES DOS DIREITOS CREDITORIOS A SEREM CEDIDOS AO FUNDO DE ACORDO COM A POLITICA DE CREDITO CONFECCIONADA PELA GEST",revisar manualmente
aprovado_sem_evidencia_suficiente,55327697000100,POLÍGONO MASTER QUALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",68271649.12,Financeiro | Multicarteira Financeiro | Financeiro | Multissetorial / Outros | Multicarteira financeiro,em revisão até haver leitura documental,"Decisão aprovada com evidência de 115 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Financeiro = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
multicarteira_com_classificacao_especifica,43810322000109,ARC CRÉDITO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,"2024-05, 2024-06, 2024-07, 2024-08",68261393.74,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","informes-peri-dicos 769915 p. 24 [recebíveis comerciais / multissetorial]: DIREITOS CREDITORIOS, OS RESULTADOS DO FUNDO PODEM SER AFETADOS NEGATIVA- MENTE; RISCO DE EXECUCAO DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR NA MO- DALIDADE DE DUPLICATAS DIGITAL: O FUNDO PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE DUPLICATAS DIGITAIS. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA COMO DA JURIS PRUDENCIA | informes-peri-dicos 769915 p. 4 [crédito corporativo / mercado de capitais]: O DO EXERCICIO E NOTA EXPLICATIVA NO 5 AS DEMONSTRACOES CONTABEIS, EM 31 DE JULHO DE 2024, O FUNDO LIQUIDOU OS DIREITOS CREDITORIOS REPRESENTADO POR CEDULAS DE CREDITOS BANCARIOS, DEBENTURES, CESSAO DE CREDITOS E NOTAS COMERCIAIS, TOTALIZANDO O MONTANTE DE R$ 14.764 MIL. CONSIDERANDO A RELEVANCIA DO RESULTADO DA LIQUIDACAO NA DEMONSTRACAO DE RESULTADO , BEM COMO SEUS EFEITOS SOBRE AS DEMONSTRACOES CONTABEIS TOMADAS EM CONJUNTO, CONSIDERAMOS ESTE ASSUNTO COMO O PRINCIPAL ASSUNTO DE AUDITORIA. COMO NOSSA AU || CEDENTE/ORIGINADOR: inf",revisar manualmente
multicarteira_com_classificacao_especifica,53328690000179,LATACHE 1962 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",67748953.91,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 989089 p. 28 [precatórios e requisitórios contra entes públicos]: NTO MERCANTIL E PRESTACAO DE SERVICOS, CELEBRADAS ENTRE AS CEDENTES E OS DEVEDORES/SACADOS, BEM COMO AQUELES DECORRENTES DE ACOES JUDICIAIS E/OU PROCEDIMENTOS ARBITRAIS, INCLUINDO PRECATORIOS E PRE-PRECATORIOS; (II) VALORES MOBILIARIOS REPRESENTATIVOS DE CREDITO; (III) CERTIFICADOS DE RECEBIVEIS E OUTROS VALORES MOBILIARIOS REPRESENTATIVOS DE OPERACOES DE SECURITIZACAO, QUE NAO SEJAM LASTREADOS EM DIREITOS CREDITORIOS NAO-PADRONIZADOS; E (IV) POR EQUIPARACAO, COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CRED | regulamento 989089 p. 42 [recebíveis comerciais / multissetorial]: DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR: A CLASSE PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE CARACTERES EMITIDOS EM COMPUTADOR, DENTRE ELES A DUPLICATA DIGITAL. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA COMO DA JURISPRUDENCIA BRASILEIRA QUANTO A POSSIBILIDADE DO ENDOSSO VIRTUAL, ISTO PORQUE A DUPLICATA POSSUI REGR || CEDENTE/ORIGINADOR: regulamen",revisar manualmente
multicarteira_com_classificacao_especifica,29242908000193,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGORA TELECOM,"2026-03, 2026-04, 2026-05, 2026-06",67215515.05,"Agro, Indústria e Comércio | Crédito Corporativo | Financeiro | Crédito PJ | Crédito privado/mercado de capitais","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 883520 p. 11 [crédito corporativo / mercado de capitais]: , O FUNDO PAGARA AO CEDENTE , AO TITULAR, AO EMISSOR OU AO CORRESPONDENTE O PRECO DE AQUISICAO OU O PRECO DE SUBSCRICAO DESCRITO NO RESPECTIVO BOLETIM DE SUBSCRICAO PARA O CASO DE DEBENTURES , SENDO QUE O PRECO DE AQUISICAO DEVERA SER CONFORME PREVISTO NO CONTRATO DE CESSAO E NO RESPECTIVO TERMO DE CESSAO. 10.3.1 O PRECO DE AQUISICAO DOS DIREITOS CREDITORIOS SERA APURADO DE ACORDO COM A SEGUINTE FORMULA: PAQUISICAO = VNOMINAL / [(1 + I) N/30] ONDE: PAQUISICAO = PRECO DE AQUISICAO DO DIREITO CREDITORIO NO || CEDENTE/ORIGINADOR: regulamento 883520 p. 19: CEDENTE E DE MOVIMENTACAO EXCLUSIVA PELO CUSTODIANTE",revisar manualmente
multicarteira_com_classificacao_especifica,41820271000170,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TAMANDARÉ,"2025-12, 2026-01, 2026-02, 2026-03",65507827.46,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1028911 p. 22 [recebíveis comerciais / multissetorial]: OU DEFEITOS, CONFORME DECLARACAO REALIZADA PELO CEDENTE EM TERMO DE CESSAO VINCULADO AO CONTRATO DE CESSAO; VI. OS DIREITOS CREDITORIOS DEVEM SER ORIUNDOS DE OPERACOES DE COMPRA E VENDA MERCANTIL, CUJA CONTRAPRESTACAO QUE CONDICIONA O SEU PAGAMENTO JA TENHA SIDO CUMPRIDA PELO CEDENTE, MEDIANTE O ENVIO DA MERCADORIA AO DEVEDOR OU A PRESTACAO DO SERVICO ASSOCIADO A MERCADORIA VENDIDA, CONFORME O CASO, CONFORME DECLARACAO REALIZADA PELO CEDENTE EM TERMO DE CESSAO VINCULADO AO CONTRATO DE CESSAO; VII. OS DEVEDORE || CEDENTE/ORIGINADOR: regulamento 1028911 p. 24: CEDENTE SERA LIMITADO A 3% (TRES POR CENTO) DO PATRIMONIO LIQUIDO DA CLASSE, CONFORME LISTA MAIS RECENTE ENVIADO PELO CEDENTE A GESTORA, EM FORMATO ACORDADO PREVIAMENTE ENTRE AS PARTES, NOS TER",revisar manualmente
multicarteira_com_classificacao_especifica,50637204000106,ALMOUROL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",65017421.81,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 776662 p. 15 [classificação ANBIMA declarada no regulamento]: ], DA ANBIMA, O FUNDO CLASSIFICA-SE COMO ""INDUSTRIA E COMERCIO” E “OUTROS”, COM FOCO DE ATUACAO “INFRAESTRUTURA” E “PODER PUBLICO”. 1.5. OS TERMOS E EXPRESSOES CONSTANTES DESTE REGULAMENTO, DE SEUS ANEXOS E DE SEUS SUPLEMENTOS, INDICADOS EM LETRA MAIUSCULA, NO SINGULAR OU NO PLURAL, TERAO OS SIGNIFICADOS ATRIBUIDOS NAS ""DEFINICOES"", CONFORME DESCRITAS NES || regulamento 776662 p. 19 [precatórios e requisitórios contra entes públicos]: PARA ATUAR NA DEFESA DOS INTERESSES REFERENTES AOS PRECATORIOS, INCLUINDO REPRESENTACAO JUDICIAL E MONITORAMENTO DE TAIS DIREITOS CREDITORIOS; E B. PREVIAMENTE A CADA AQUISICAO DE PRECATORIOS, POSSUIR O OFICIO REQUISITORIO E A CERTIDAO DE REMESSA DO PRECATORIO AO TRIBUNAL REGIONAL FEDERAL, OU O COMPROVANTE DE CONSULTA DO PRECATORIO NA PAGINA ELETRONICA DO TRIBUNAL. | regulamento 776662 p. 37 [CCB e capital de giro]: ENTADOS POR DUPLICATAS, CHEQUES, NOTA PROMISSORIAS, NOTA COMERCIAL, CERTIFICADO DE RECEBIVEIS, CERTIFICADO DE RECEBIVEIS IMOBILIARIOS, UNIDADES DE RECEBIVEIS DE CARTAO DE CREDITO, CEDULA DE CREDITO BANCARIO (CCB), CEDULAS DE PRODUTOR RURAL (CPR) E OUTROS TITULOS DE C",revisar manualmente
aprovado_sem_evidencia_suficiente,63812703000134,RIVELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,"2026-03, 2026-04, 2026-05, 2026-06",64769060.5,Outros | Poder Público | Setor público | Multissetorial / Outros | Multicarteira outros,em revisão até haver leitura documental,"Decisão aprovada com evidência de 118 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Setor publico = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
multicarteira_com_classificacao_especifica,46322877000108,AUGME NAMARI VENTURE DEBT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,"2026-03, 2026-04, 2026-05, 2026-06",63172519.06,"Agro, Indústria e Comércio | Crédito Corporativo | Financeiro | Crédito PJ | Crédito privado/mercado de capitais","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 954226 p. 31 [crédito corporativo / mercado de capitais]: OMERCIAIS (CONTRATO DE COMPRA E VENDA) OU CONTRATOS DE PRESTACAO DE SERVICOS. 6.3.3 NO CASO DE DIREITOS CREDITORIOS REPRESENTADOS POR CCB, CONFISSAO DE DIVIDA, NOTAS PROMISSORIAS, NOTAS COMERCIAIS, BEM COMO ATIVOS FINANCEIROS FISICOS PERMITIDOS NESTE REGULAMENTO, A GESTORA PODERA FAZER OU CONTRATAR PRESTADORES DE SERVICOS HABILITADOS PARA A VERIFICACAO DOS DOCUMENTOS COMPROBATORIOS. 6.3.4 E VEDADO A CLASSE INVESTIR EM DIREITOS CREDITORIOS DE DEVEDORES, EMITENTES E/OU CEDENTES QUE ESTEJAM EM PROCESSO DE RECUPERA | regulamento 954226 p. 34 [CCB e capital de giro]: 34 7. DIREITOS CREDITORIOS CARACTERISTICAS DOS DIREITOS CREDITORIOS 7.1 OS DIREITOS CREDIT ORIOS A SEREM ADQUIRIDOS PELA CLASSE SERAO REPRESENTADOS POR: (I) CEDULAS DE CREDITO BANCARIO; (II) TITULOS E VALORES MOBILIARIOS; (III) ACORDO COMERCIAL FIRMADO ENTRE O RESPECTIVO DEVEDOR E CEDENTE, OU O EMITENTE E A CLASSE, RELACIONADO AOS INSTRUMENTOS PREVISTOS NESTE ITEM, QUE ORIGINEM DIREITOS CREDITORIOS PASSIVEIS DE AQUISICAO PELA CLASSE; (IV) NOTAS COMERCIAIS, (V) CERTIFICADOS DE RECEBIVEIS IMOBILIARIOS | regulamento 954226 p. 31 [recebíveis comerciais / mult",revisar manualmente
multicarteira_com_classificacao_especifica,23033778000100,ITUPEVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",62643994.76,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 784055 p. 56 [recebíveis comerciais / multissetorial]: P 04538-132 WWW.SEFERINVESTIMENTOS.COM.BR | +55 (11) 3113 0060 | OUVIDORIA 0800 494 1060 26 TITULOS SEREM ENDOSSADOS ELETRONICAMENTE. ALEM DISSO, PARA PROMOVER ACAO DE EXECUCAO DA DUPLICATA VIRTUAL, O FUNDO DEVERA APRESENTAR EM JUIZO O INSTRUMENTO DO PROTESTO POR INDICACAO, NESSE SENTIDO SERA NECESSARIO PROVAR A LIQUIDEZ DA DIVIDA REPRESENTADA NO TITULO DE CREDITO, JA QUE NAO SE APRESENTA A CARTULA, UMA VEZ QUE A COBRANCA E O PAGAMENTO PELO ACEITANTE, NO CASO DA DUPLICATA DIGITAL, SAO FEITOS POR BOLETO B",revisar manualmente
multicarteira_com_classificacao_especifica,55984759000148,EUCATEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INDUSTRIAIS DE RESPONSABILIDADE ILIMITADA,"2026-03, 2026-04, 2026-05, 2026-06",61819545.89,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","informes-peri-dicos 1185109 p. 1 [recebíveis comerciais / multissetorial]: IZADA A DATA BASE DE 27/02/2026. 2.1 DOS RESULTADOS APRESENTADOS I) DIREITOS CREDITORIOS A VENCER: DOCUMENTOS REPRESENTATIVOS DO LASTRO: ANALISADOS INCONSISTENCIAS % CARTEIRA % PL DUPLICATA 7 - - - II) DIREITOS CREDITORIOS VENCIDOS/SUBSTITUIDOS: O FUNDO NAO POSSUI DIREITOS CREDITORIOS VENCIDOS E/OU SUBSTITUIDOS NO TRIMESTRE. 2.2 DOS REGISTROS DE DIREITOS CREDITORIOS I) DIREITOS CREDITORIOS REGISTRADOS: DIREITO CREDITORIO REGISTRADOS % CARTEIRA % PL DUPLICATA 7 - - I) DIREITOS CREDITORIOS NAO REGISTRADOS: || CEDENTE/ORIGINADOR: regulamento 721142 p. 30: CEDENTE SERA RESPONSAVEL PELA EXISTENCIA DOS DIREITOS CREDITORIOS CEDIDOS, NOS TERMOS DO ARTIGO 295 DO CODIGO CIVIL",revisar manualmente
multicarteira_com_classificacao_especifica,59700632000100,HALFDOME II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",61290583.54,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 900618 p. 27 [precatórios e requisitórios contra entes públicos]: ENERGIA RENOVAVEL DE ACORDO COM A ATIVIDADE ESPECIFICA DE CADA UM DOS CEDENTES E AS OPERACOES REALIZADA S ENTRE ESTES E SEUS RESPECTIVOS DEVEDORES, BEM COMO AQUELES DECORRENTES DE PRECATORIOS OU QUE SEJAM OBJETO DE ACAO JUDICIAL EM CURSO CUJA EXISTENCIA, VALIDADE E EXEQUIBILIDADE DEVERAO SER ATESTADOS PELOS CEDENTES, SENDO CERTO QUE TAIS DIREITOS CREDITORIO S (I) SERAO REPRESENTADOS PELOS DOCUMENTOS REPRESENTATIVOS DE CREDITO; (II) TENHAM SIDO LEGALMENTE CONSTITUIDOS, SEJAM CERTOS, VALIDOS E LIQUIDOS; (III | regulamento 900618 p. 46 [recebíveis comerciais / multissetorial]: O DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR: O FUNDO PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE CARACTERES EMITIDOS EM COMPUTADOR, DENTRE ELES A DUPLICATA DIGITAL. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA, BEM COMO DA JURISPRUDENCIA BRASILEIRA QUANTO A POSSIBILIDADE DO ENDOSSO VIRTUAL, ISTO PORQUE A DUPLICATA POSSUI",revisar manualmente
aprovado_sem_evidencia_suficiente,56780221000184,CLASSE ÚNICA DE COTAS DO ST 1014 FIDC RESPONSABILIDADE LIMITADA,"2026-03, 2026-04, 2026-05, 2026-06",60693480.58,Outros | Poder Público | Setor público | Multissetorial / Outros | Multicarteira outros,em revisão até haver leitura documental,"Decisão aprovada com evidência de 118 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Setor publico = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
aprovado_sem_evidencia_suficiente,47425691000139,INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",60547444.15,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial",em revisão até haver leitura documental,"Decisão aprovada com evidência de 114 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Comercial = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
multicarteira_com_classificacao_especifica,61068908000121,TAXATION MIND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",60246879.63,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 958685 p. 45 [recebíveis comerciais / multissetorial]: 45 PLANNER CORRETORA AV. BRIGADEIRO FARIA LIMA, 3.900,10O ANDAR, ITAIM BIBI - SP, CEP: 04538-1325 TEL.: +55 (11) 2172-2600 | OUVIDORIA: 0800 0000 129 | PLANNER.COM.BR EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA, BEM COMO DA JURISPRUDENCIA BRASILEIRA QUANTO A POSSIBILIDADE DO ENDOSSO VIRTUAL, ISTO PORQUE A DUPLICATA POSSUI REGRAS PROPRIAS SEGUNDO A “LEI UNIFORME DE GENEBRA” QUE LIMITARIAM A POSSIBILIDADE DE TAIS TITULOS SEREM ENDOSSADOS ELETRONICAMENTE. ALEM DISSO, PAR",revisar manualmente
multicarteira_com_classificacao_especifica,40187050000144,PIRASSUNUNGA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,"2025-12, 2026-01, 2026-02, 2026-03",59995239.76,Outros | Recuperação | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","Informe Mensal Estruturado 2024-12: segmento Acoes judiciais = 100% da carteira de direitos creditórios reportada à CVM. informes-peri-dicos 1190025 p. 2 [CCB e capital de giro]: , PASSIVEIS DO REFERIDO PROCESSO:  DUPLICATAS: INFORMAMOS QUE OS REGISTROS FORAM INTEGRALMENTE REALIZADOS, ENCONTRANDO-SE EM PLENA CONFORMIDADE COM OS REQUISITOS ESTABELECIDOS.  CEDULAS DE CREDITO BANCARIO (CCB): O PROCESSO DE REGISTRO E CONDUZIDO PELO GESTOR, QUE, POR SUA VEZ, AFIRMA A CONFORMIDADE COM OS REQUISITOS ESTABELECIDOS. QUANTIDADE VALOR DE AQUISICAO % DIREITOS CREDITORIOS REGISTRADOS 0 R$ 0,00 0% DIREITOS CREDITORIOS REJEITADOS 0 R$ 0,00 0% TOTAL 0 R$ 0,00 0% 4. INFORMACOES SOBRE OS PROCEDIMENTOS DE COBRANCA | informes-peri-dicos 1190025 p. 2 [recebíveis comerciais / multissetorial]: O DOS DIREITOS CREDITORIOS. EM ATENDIMENTO A RESOLUCAO CVM NO 175, SEGUEM OS RESULTADOS REFERENTES AOS REGISTROS DOS DIREITOS CREDITORIOS/ATIVOS, PASSIVEIS DO REFERIDO PROCESSO:  DUPLICATAS: INFORMAMOS QUE OS REGISTROS FORAM INTEGRALMENTE REALIZADOS, ENCONTRANDO-SE EM PLENA CONFORMIDADE COM OS REQUISITOS ESTABELECIDOS.  CEDULAS DE CREDITO BANCARIO (CCB): O PROCESSO DE REGISTRO E CONDUZIDO PELO GESTOR, QUE, POR ",revisar manualmente
multicarteira_com_classificacao_especifica,54856185000160,FDCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",58108777.27,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1167060 p. 39 [recebíveis comerciais / multissetorial]: ITOS CREDITORIOS, OS RESULTADOS DA CLASSE PODERAO SER AFETADOS NEGATIVAMENTE. XVII. RISCO DE EXECUCAO DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR NA MODALIDADE DE DUPLICATAS DIGITAL: A CLASSE PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE DUPLICATAS DIGITAIS. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA COMO DA JURISPRUDENCIA || CEDENTE/ORIGINADOR: regulamento 1167060 p. 20: CEDENTES: PESSOA JURIDICA E/OU FISICA, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CNPJ/MF OU CPF/MF OU FUNDOS DE INVESTIMENTO, CONFORME O CASO, QU",revisar manualmente
