review_id,competencia_referencia,cnpj_fundo,denominacao_referencia,status,tipo_analitico,foco_analitico,tabela_ii_analitica,taxonomia_funcional_n1,taxonomia_funcional_n2,confianca,documento_id,fonte_documental,documento_data,pagina_clausula,evidencia,cedente_originador_expresso,notas,responsavel,competencia_inicio,updated_at_utc
52610624000124,2026-06,52610624000124,AETOS ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,"Agro, Indústria e Comércio",Infraestrutura,Serviços,Infra/Energia,Energia/infra,alta,794164,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52610624000124,,p. 7 — política/definição do lastro,"TE AOS CRITERIOS DE ELEGIBILIDADE E A POLITICA DE INVESTIMENTOS DO FUNDO DELINEADA NESTE REGULAMENTO E NO ANEXO DESCRITIVO DA CLASSE UNICA; “DIREITOS CREDITORIOS INADIMPLIDOS”: OS DIREITOS CREDITORIOS INTEGRANTES DA CARTEIRA VENCIDOS E NAO PAGOS; “DISPONIBILIDADES”: SAO, EM CONJUNTO: (A) RECURSOS EM CAIXA; (B) DEPOSITOS BANCARIOS A VISTA EM INSTITUICAO AUTORIZADA; E (C) DEMAIS ATIVOS FINANCEIROS DE LIQUIDEZ; “DOCUMENTOS COMPLEMENTARES”: SIGNIFICAM AS NOTAS FISCAIS REFERENTES A COMPRA E VENDA DE ENERGIA OBJETO DOS CONTRATOS DE VENDA DE ENERGIA; “DOCUMENTOS COMPROBATORIOS”: SIGNIFICA OS DOCUMENTOS QUE FORMALIZAM A ORIGEM E A EXEQUIBILIDADE DOS DIREITOS CREDITORIOS, BEM C OMO OS RESPECTIVOS INSTRUMENTOS QUE GARANTEM OS DIREITOS CREDITORIOS, QUAIS SEJAM, (I) OS CONTRATOS DE VENDA DE ENERGIA; (II) OS INSTRUMENTOS QUE COMPROVEM A ANUENCIA PREVIA DOS DEVEDORES PARA CESSAO DOS RESPECTIVOS DIREITOS CREDITORIOS; E (III) OS RESPECTIVOS INSTRUMENTOS DE CONSTITUICAO DE GARANTIA FIDUCIARIA OUTORGADA POR TERCEIROS; “EVENTO DE",p. 5: CNPJ SOB O NO 36.113.876/0001-91; “CVM”: COMISSAO DE VALORES MOBILIARIOS; “DATA DE AQUISICAO E PAGAMENTO”: E A DATA EM QUE E EFETUADO O PAGAMENTO DO PRECO DE CESSAO AO CEDENTE,Conclusão documental propõe reclassificação; confirmar a materialidade do lastro antes de Aprovar e aplicar. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
52651831000127,2026-06,52651831000127,HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,"Agro, Indústria e Comércio",Recebíveis Comerciais,N/D,Multissetorial / Outros,Multicarteira outros,media,690896,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52651831000127,,p. 47,"E ASSUNTO, CEDER OU ORIGINAR, DIRETA OU INDIRETAMENTE, DIREITOS CREDITORIOS AO FUNDO E A CLASSE. 4. POLITICA DE INVESTIMENTO 4.1. OS INVESTIMENTOS DA CLASSE CONSISTIRAO EM DIREITOS CREDITORIOS E INVESTIMENTOS PERMITIDOS (“POLITICA DE INVESTIMENTO”), SENDO QUE, NOS TERMOS DO ARTIGO 45, PARAGRAFO 7O, INCISO II, DO ANEXO NORMATIVO II DA RESOLUCAO CVM 175, A CLASSE ESTA DISPENSADA DE LIMITAR-SE AOS 20% (VINTE POR CENTO) DE APLICACAO DE RECURSOS EM DIREITOS CREDITORIOS E OUTROS ATIVOS DE RESPONSABILIDADE OU COOBRIGACAO DE UM MESMO DEVEDOR COM RELACAO AO PATRIMONIO LIQUIDO DA CLASSE. 4.2. A CLASSE E VOLTADA, PRIMORDIALMENTE, A APLICACAO EM DIREITOS CREDITORIOS, ORIUNDOS DA VENDA DE VEICULOS A PRAZO DA CEDENTE EM FAVOR DA RESPECTIVA CONCESSIONARIA. 4.3. DE ACORDO COM AS REGRAS E PROCEDIMENTOS ANBIMA PARA CLASSIFICAC","p. 6: CEDENTE” HYUNDAI MOTOR BRASIL MONTADORA DE AUTOMOVEIS LTDA. , SOCIEDADE LIMITADA, COM SEDE NA CIDADE DE PIRACICABA, ESTADO DE SAO PAULO, NA AVENIDA HYUNDAI, NO 777, INSCRITA NO CNPJ SOB O NO 10.394.422/0001 -42 E SUA FILI AL LOCALIZADA NA CIDADE DE ANAPOLIS, ES",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
52720932000102,2026-06,52720932000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,561369,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52720932000102,,p. 10 — política/definição do lastro,"ICOES INERENTES AS OFERTAS. CONTRATO DE CUSTODIA E O “CONTRATO DE PRESTACAO DE SERVICOS DE CUSTODIA QUALIFICADA, ESCRITURACAO DE COTAS E CONTROLADORIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS ”, A SER CELEBRADO ENTRE O FUNDO, REPRESENTADO PELO ADMINISTRADOR, E O CUSTODIANTE, COM A INTERVENIENCIA DO ADMINISTRADOR. CONTRATO DE PRESTACAO DE SERVICOS DE DEPOSITARIO E O “CONTRATO DE PRESTACAO DE SERVICOS DE DEPOSITARIO” A SER CELEBRADO ENTRE O CEDENTE O BANCO BRADESCO S.A. NA QUALIDADE DE BANCO DEPOSITARIO, O FUNDO, REPRESENTADO PELO ADMINISTRADOR , ENTRE OUTROS, QUE DISPOE SOBRE A CONTA VINCULADA. CONTROLE SIGNIFICA, NOS TERMOS DO ARTIGO 116 DA LEI DAS S.A., COM RELACAO A UMA PESSOA (I) DETER A TITULARIDADE DE DIREITOS DE SOCIOS QUE LHE ASSEGUREM, DE MODO PERMANENTE, A MAIORIA DOS VOTOS NAS DELIBERACOES SOCIAIS E O PODER DE ELEGER A MAIORIA DOS ADMINISTRADORES DE UMA SOCIEDADE; E (II) USAR EFETIVAMENTE DE TAL POD","p. 8: CEDENTE E A BRF S.A., COMPANHIA ABERTA COM SEDE NA CIDADE DE ITAJAI, SANTA CATARINA, NA RUA JORGE TZACHEL, 475, BAIRRO FAZENDA, CEP 88.301 -600, INSCRITA NO CNPJ/MF SOB O NO 01.838.723/0001-27, POR MEIO DE SUA MATRIZ OU DE SUAS FILIAIS. CLAS",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
53029409000105,2026-06,53029409000105,GSR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,aprovado,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,alta,565885,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53029409000105,,p. 19 — política/definição do lastro,"O regulamento enumera duplicatas, cheques, debêntures, certificados, cédulas rurais, industriais, comerciais, imobiliárias e bancárias, contratos e agendas de cartão.",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial pelo rol amplo de instrumentos. A política não fixa uma única família material de recebíveis.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
53073485000100,2026-06,53073485000100,EXPERT III,aprovado,Financeiro,Multicarteira Financeiro,Financeiro,Multissetorial / Outros,Multicarteira financeiro,media,IMG_8592,Comentário manual do usuário — IMG_8592.jpg,2026-07-29,Linha do FIDC na imagem,LF Daycoval + DayMaxx,Banco Daycoval e DayMaxx,Decisão manual: exposição combinada a letras financeiras do Daycoval e ao veículo DayMaxx enquadrada como multicarteira financeiro. O documento disponível não possui camada textual legível para confirmar a composição quantitativa.,usuario_curadoria_manual,2026-06,2026-07-29T20:21:37+00:00
53216449000158,2026-06,53216449000158,RIO VERMELHO FIDC NP,aprovado,Outros,Recuperação,N/D,Judicial/Precatórios/NPL,Não padronizado/NPL,media,IMG_8592,Comentário manual do usuário — IMG_8592.jpg,2026-07-29,Linha do FIDC na imagem,Special Sits,Special Sits,Decisão manual: estratégia de special situations enquadrada em recuperação/NPL. Nenhum dos demais tipos ANBIMA acomoda adequadamente o lastro descrito.,usuario_curadoria_manual,2026-06,2026-07-29T20:21:37+00:00
53263761000100,2026-06,53263761000100,ESPERANZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,media,830304,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53263761000100,,p. 31,"IOS COM A UTILIZACAO DE RECURSOS FINANCEIROS ORIGINADOS NA CARTEIRA DE DIREITOS CREDITORIOS; V – DA POLITICA DE INVESTIMENTOS 5.1. VISANDO ATINGIR O OBJETIVO PROPOSTO, A CLASSE UNICA DO FUNDO ALOCARA SEUS RECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS ELEGIVEIS E/OU ATIVOS FINANCEIROS, OBSERVADOS OS LIMITES E AS RESTRICOES PREVISTAS NA LEGISLACAO VIGENTE, NO REGULAMENTO E NESTE ANEXO. 5.2. OS DIREITOS CREDITORIOS CONSISTIRAO EM QUAISQUER DIREITOS CREDITORIOS, INCLUSIVE AQUELES CONSIDERADOS COMO NAO PADRONIZADOS, NOS TERMOS DO ART. 2O, XIII, DO ANEXO II DA RESOLUCAO CVM 175. 5.2.1. A AQUISICAO DOS DIREITOS CREDITORIOS ELEGIVEIS PELA CLASSE SERA REALIZADA NOS TERMOS DESCRITOS NO RESPECTIVO CONTRATO DE CESSAO, BOLETINS DE SUBSCRICAO, CONTRATO DE PROMESSA DE CESSAO, OPCOES, MEMORANDOS DE ENTENDIMENTO, MERCADO DE B","p. 29: CEDENTES: PESSOA JURIDICA E/OU FISICA, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CNPJ/MF OU CPF/MF OU FUNDOS DE",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
53286499000101,2026-06,53286499000101,ITAÚ CRÉDITO PRIVADO,aprovado,Fomento Mercantil,Fomento Mercantil,Comercial,Crédito PJ,Recebíveis comerciais/multissetorial,media,IMG_8592,Comentário manual do usuário — IMG_8592.jpg,2026-07-29,Linha do FIDC na imagem,Multicedente/Multisacado,Multicedente/Multisacado,Decisão manual: carteira multicedente e multissacado tratada como fomento mercantil. O comentário do usuário define a decisão analítica; o trecho documental disponível não mede a composição corrente.,usuario_curadoria_manual,2026-06,2026-07-29T20:21:37+00:00
53300525000109,2026-06,53300525000109,IBCB-AF01 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,"Agro, Indústria e Comércio",Recebíveis Comerciais,Comercial,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1246711,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53300525000109,,p. 44 — política/definição do lastro,"CARGOS DA CLASSE AS SEGUINTES DESPESAS, QUE LHE PODEM SER DEBITADAS DIRETAMENTE: (I) TAXA DE PERFORMANCE, QUANDO APLICAVEL; (II) TAXA MAXIMA DE CUSTODIA; (III) TAXA DE REGISTRO DE DIREITOS CREDITORIOS; E, (IV) CUSTOS DECORRENTES DA UTILIZACAO DE SISTEMA PARA VALIDACAO, JUNTO AO DEVEDOR, E CONCILIACAO DE DUPLICATA MERCANTIL EMITIDAS PELOS CEDENTES, PODENDO TAL SISTEMA SER DE PROPRIEDADE DO GESTORA OU DE PARTES LIGADAS COM CUSTO MAXIMO DE 0,10% DO PL. CAPITULO XII - DA ORDEM DE ALOCACAO DE RECURSOS 12.1. DIARIAMENTE, A PARTIR DA DATA DA 1A INTEGRALIZACAO DE COTAS ATE A LIQUIDACAO INTEGRAL DAS OBRIGACOES DA CLASSE, OS RECURSOS DISPONIVEIS SERAO UTILIZADOS PARA ATENDER AS EXIGIBILIDADES DA CLASSE, OBRIGATORIAMENTE, NA SEGUINTE ORDEM DE PREFERENCIA, OBSERVADO O DISPOSTO NA CLAUSULA 16.2.3 ABAIXO: (I) ENCARGOS DA CLASSE INCORRID",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
54836930000109,2026-06,54836930000109,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS METEORO - RESP LTDA,aprovado,Financeiro,Crédito Pessoal,N/D,Multissetorial / Outros,Multicarteira outros,media,1044203,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54836930000109,,p. 37,"TIVO; E (II) ATIVOS FINANCEIROS DE LIQUIDEZ. 6.1.1. PARA FINS DO ARTIGO 21 DO ANEXO NORMATIVO II, A POLITICA DE INVESTIMENTO DA CLASSE UNICA ABRANGE, ALEM DESTE CAPITULO 6, O DISPOSTO NOS CAPITULOS 7 E 8 E NO SUPLEMENTO A DO PRESENTE ANEXO DESCRITIVO. 6.2. ORIGEM DOS DIREITOS CREDITORIOS. OS DIREITOS CREDITORIOS SAO ORIUNDOS DE DIVIDAS CONTRAIDAS PELOS DEVEDORES (1) FRENTE A NU PAGAMENTOS, NO AMBITO DE CONTRATO DE CARTAO DE CREDITO, REPRESENTADAS POR CCB EMITIDAS EM FAVOR DA NU FINANCEIRA; (2) DECORRENTES DE OPERACOES DE EMPRESTIMO BANCAR IO CELEBRADAS ENTRE OS DEVEDORES E A NU FINANCEIRA; OU (3) DECORRENTES DE DIVIDAS PREVIAMENTE INCORRIDAS PELOS DEVEDORES E QUE FORAM RENEGOCIADAS ATRAVES DA EMISSAO DAS CCB EM BENEFICIO DO ENDOSSANTE OU DA CELEBRACAO DE CONTRATO DE EMPRESTIMO ENTRE O ENDOS SANTE E O DEVEDOR,",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
54979779000168,2026-06,54979779000168,FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA,aprovado,Financeiro,Multicarteira Financeiro,Cartão de crédito,Meios de Pagamento e Cartões,Bancos Emissores,alta,656484,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54979779000168,,p. 2 — política/definição do lastro,"O – DEFINICOES DA PARTE GERAL DO REGULAMENTO ........................................................................ 22 ANEXO I - DESCRITIVO DA CLASSE DO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ACR BEM BANCOS EMISSORES DE CARTAO DE CREDITO – RESPONSABILIDADE LIMITADA ............................................. 26 CAPITULO I - DA CLASSE, FORMA DE CONSTITUIC AO, PRAZO DE DURACAO E OBJETO .................................................................................................. 26 CAPITULO II - DO OBJETIVO DA CLASSE, DA POLITICA DE INVESTIMENTO E DA COMPOSICAO DA CARTEIRA ................................................................ 27 CAPITULO III - DAS CONDICOES DE CESSAO E DOS CRITERIOS DE ELEGIBILIDADE ......................","p. 77: CEDENTE SERAO CORRETOS E SUFICIENTES, PODENDO, ASSIM, EXISTIR ERROS OPERACIONAIS NA REALIZACAO DESTAS CONCILIACOES EXTRAORDINARIAS. ADICIONALMENTE, EM HIPOTESES EXCEPCIONAIS INDICADAS NO CONTRATO DE CESSAO, NAS QUAIS A TRANSFERENC IA A TITULO DE PAGAMENTO DOS DIREITOS CREDITORIOS ELEGIVEIS A CLASSE NAO POSSA SER IDENTIFICADA PELO CUSTODIANTE, A CEDENTE AUXILIARA EXTRAORDINARIAMENTE O CUSTODIANTE NA CONCILIACAO DOS PAGAMENTOS DOS DIREITOS CREDITORIOS ELEGIVEIS CEDIDOS A CLASSE, CONFIRMANDO O RESPECTIVO DIREITO CREDITORIO ELEGIVEL E/OU RESPECTIVA PARCELA DO DIREITO CREDITORIO ELEGIVEL ASSOCIADA A TRANSFERENCIA REALIZADA A CONTA AUTORIZADA DA CLASSE. NESTE SENTIDO, A CLASSE E O CUSTODIANTE NAO GARANTEM AOS C",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
55471753000177,2026-06,55471753000177,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,aprovado,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,704724,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=55471753000177,,p. 66 — política/definição do lastro,"OS ESTABELECIMENTO COMERCIAIS ORGANIZADOS E FORMALIZADOS ATRAVES DE U.R. E REGISTRADOS EM SISTEM AS DE REGISTRO, NOS TERMOS DA RESOLUCAO BCB 264/22. 3.18.1.AS CESSOES DAS U.RS DOS DIREITOS CREDITORIOS ESTABELECIMENTOS COMERCIAIS SAO REGISTRADAS EM BENEFICIO DA CLASSE UNICA NO SISTEMA DE REGISTRO , CONSIDERANDO-SE O SEGUINTE CONJUNTO DE INFORMACOES (I) NUMERO DE INSCRICAO NO CNPJ OU NO CPF DOS ESTABELECIMENTOS COMERCIAIS; (II) IDENTIFICACAO DO ARRANJO DE PAGAMENTO (BANDEIRAS); (III) IDENTIFICACAO DO CREDENCIADOR OU SUBCREDENCIADOR ; (IV) DATA DE LIQUIDACAO (VENCIMENTO); E (V) VALOR FIXO. 3.18.2.O REGISTRO DAS CESSOES DOS DIREITOS CREDITORIOS ESTABELECIMENTOS COMERCIAIS NO SISTEMA DE REGISTRO EM BENEFICIO DA CLASSE UNICA SERA OPERACIONALIZADO PELO AGENTE DE PAGAMENTO E REGISTRO, OBSERVADAS AS DISPOSICOES DO CONTRATO DE AGENTE DE PAGAMENTO E REGISTRO. 3.18.3.A CLASSE UNICA ADQUIRIRA OS DIREITOS CREDITORIOS ESTABELECIMENTOS COMERCIAIS DOS ESTABELECIMENTOS COMERCIAIS, POR MEIO",N/D — cedente/originador nominal não identificado no regulamento disponível.,Pré-classificação analítica de adquirência; a decisão permanece pendente de revisão manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
56045805000106,2026-06,56045805000106,BB CLAIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,aprovado,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,alta,1012481,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=56045805000106,,p. 24 — política/definição do lastro,"O mandato abrange precatórios e dívida pública, créditos vencidos, direitos judiciais e créditos de existência futura. O conjunto sustenta Multicarteira Outros.","p. 22: CEDENTES: PESSOA JURIDICA E/OU FISICA, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CNPJ/MF OU CPF/MF OU FUNDOS DE INVESTIMENTO, CONFORME O CASO, QUE VENHAM A CEDER DIR",Conclusão documental recomenda manter a classificação oficial pelo mandato amplo. O regulamento permite várias famílias; a carteira corrente pode ter concentração distinta.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
57325251000163,2026-06,57325251000163,ANGICO FIDC SEGMENTO INFRAESTRUTURA E AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA,aprovado,"Agro, Indústria e Comércio",Agronegócio,Agronegócio,Agro,Agro,alta,1086644,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57325251000163,,p. 8 — objetivo e política de investimento,"O regulamento declara o segmento Agro, Indústria e Comércio e admite direitos creditórios de infraestrutura e agronegócio. A classificação documental mantém o foco ANBIMA Agronegócio preservado na fotografia oficial.",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. O mandato admite infraestrutura e agronegócio; a composição efetiva pode variar.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
57532556000146,2026-06,57532556000146,FIDC BV AUTO I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,aprovado,Financeiro,Crédito Pessoal,N/D,Multissetorial / Outros,Multicarteira outros,media,966587,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57532556000146,,p. 26,"TO DA GESTORA ENCONTRA- SE DISPONIVEL EM SEU WEBSITE, NO SEGUINTE ENDERECO: WWW.ANGAASSET.COM.BR 3. POLITICA DE INVESTIMENTOS E COMPOSICAO DA CARTEIRA 3.1. VISANDO A ATINGIR O OBJETIVO PROPOSTO, A CLASSE A ALOCARA SEUS RECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS ORIUNDOS DE CCCBS ELEGIVEIS E ATIVOS FINANCEIROS DE LIQUIDEZ, OBSERVADOS OS LIMITES E AS RESTRICOES PREVISTAS NA LEGISLACAO VIGENTE E NESTE ANEXO DESCRITIVO. 3.1.1. A CLASSE A ADQUIRIRA APENAS CCCBS QUE ATENDAM, NA RESPECTIVA DATA DE ENDOSSO, AOS CRITERIOS DE ELEGIBILIDADE, CONFORME VERIFICADOS PELA GESTORA, NOS TERMOS DO ITEM 5.1 DESTE ANEXO DESCRITIVO, BEM COMO AOS CRITERIOS PARA VINCULACAO, OS QUAIS SERAO DECLARADOS PELO EMITENTE NO RESPECTIVO CCCB. 3.1.2. NAO SERA ADMITIDA A REVOLVENCIA DE DIRETOS CREDITORIOS. 3.2. A CLASSE A DEVERA OBSERVAR, EM",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
57609282000146,2026-06,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,aprovado,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,993693,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57609282000146,,p. 32 — política/definição do lastro,"ADA DO CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MEIOS DE PAGAMENTO 32 CORPORATIVO | INTERNO USUARIO-FINAL; (B) O CREDITO DA CLOUDWALK (NA QUALIDADE DE CREDENCIADORA) EM FACE DO EMISSOR; E (C) O CREDITO DO ESTABELECIMENTO CREDENCIADO EM FACE DA CLOUDWALK (NA QUALIDADE DE CREDENCIADORA); (III) EM DECORRENCIA DO ITEM (II) ACIMA, CADA TRANSACAO DE PAGAMENTO ORIGINA UM OU MAIS DIREITOS CREDITORIOS, DE MODO QUE A CLOUDWALK TAMBEM PASSA A SER DETENTORA DE DIREITOS CREDITORIOS EM FACE DO EMISSOR DO CARTAO UTILIZADO NA RESPECTIVA TRANSACAO DE PAGAMENTO; E (IV) A CLASSE A, PORTANTO, IRA ADQUIRIR DA CLOUDWALK OS DIREITOS CREDITORIOS EM FACE DOS DEVEDORES DOS CARTOES DE QUAISQUER BANDEIR","p. 85: CEDENTE SERAO CORRETOS E SUFICIENTES, PODENDO, ASSIM, EXISTIR ERROS OPERACIONAIS NA REALIZACAO DESTAS CONCILIACOES EXTRAORDINARIAS. 20.1.30. GUARDA DOS DOCUMENTOS ADICIONAIS. OS DOCUMENTOS ADICIONAIS RELATIVOS AOS DIREITOS CREDITORIOS CEDIDOS PERMANECERAO SOB A GUARDA DA CEDENTE, E, MEDIANTE SOLICITACAO, A CLASSE A E/OU O CUSTODIANTE PODERAO TER ACESSO A TAIS DOCUMENTOS ADICIONAIS. E POSSIVEL QUE HAJA FALHA OU ATRASO NA DISPONIBILIZACAO DE ACESSO AOS",Pré-classificação analítica de adquirência; a decisão permanece pendente de revisão manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
57833038000162,2026-06,57833038000162,ALDEBARAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1231073,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57833038000162,,p. 29 — política/definição do lastro,"A POLITICA DE EXERCICIO DE DIREITO DE VOTO DA GESTORA ESTA DISPONIVEL NA PAGINA DA GESTORA NA REDE MUNDIAL DE COMPUTADORES , NO SEGUINTE ENDERECO: HTTPS://WWW.EMERALD.COM.BR/ 11. DIREITOS CREDITORIOS CARACTERISTICAS DOS DIREITOS CREDITORIOS 11.1. OS DIREITOS CREDITORIOS A SEREM ADQUIRIDOS PELO FUNDO SERAO DECORRENTES DE OPERACOES REALIZADAS NOS SEGMENTOS MERCANTIL, COMERCIAL E FINANCEIRO, REPRESENTADOS POR (A) DIREITOS E TITULOS DE CREDITO, TAIS COMO, MAS NAO SE LIMITANDO DUPLICATAS, CHEQUES, NOTAS PROMISSORIAS, CEDULAS DE CREDITO BANCARIO (CCB), RECEBIVEIS DE CARTAO DE CREDITO, CEDULAS DE PRODUTOR RURAL FINANCEIRAS, CEDULAS DE CREDITO IMOBILIARIO, PARCELAS DE EMPRESTIMOS CONSIGNADOS, NOTAS COMERCIAIS (NC), NOTAS DE CREDITO DE EXPORTACAO (NCE) OU INSTRUMENTOS CONTRATUAIS DECORRENTES DE OPERACAO DE CREDITO; (B) VALORES MOBILIARIOS REPRESENTATIVOS DE CREDITO; (C) CERTIFICADOS DE RECEBIVEIS E OUTROS VALORES MOBILIARIOS REPRESENTATIVOS DE OPERACOES DE SECURITIZACAO, QUE NAO SEJAM LASTREADOS EM DI",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
