bloco,tabela,cnpj,emissao_id,fundo,originador,subordinacao_minima,preco_por_tipo_cota,cedente,sacado,fonte_originador_cedente,fonte_subordinacao,fonte_preco,fonte_sacado,status
slides 21–22,2023 FY,34850088000152,3865,SUMUP I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,SUMUP I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,49920525000134,2036,GREEN SOLFÁCIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,GREEN SOLFÁCIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,50098465000103,2004,CHEMICAL XIII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA,N/D,N/D,N/D,N/D,N/D,CHEMICAL XIII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,24761946000139,1131,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CREDZ,N/D,N/D,N/D,N/D,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CREDZ: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,50988212000105,3138,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SUPPLIER,N/D,N/D,N/D,N/D,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SUPPLIER: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,50440392000188,1519,PLATINUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,N/D,N/D,N/D,N/D,N/D,PLATINUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,35159296000172,1433,ATRANI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,N/D,N/D,N/D,N/D,N/D,ATRANI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,57532556000146,18162,CLASSE A DO FIDC BV AUTO I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Banco BV,N/D,N/D,N/D,N/D,campo_1,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,54979779000168,15612,FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA,Stone,N/D,N/D,N/D,N/D,campo_2,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,47228232000165,3627,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,32321307000180,3794,CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,N/D,N/D,N/D,N/D,N/D,CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,52256912000122,4203,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR I,N/D,N/D,N/D,N/D,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR I: originador não identificado na evidência consultada.,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,57609282000146,17739,CLOUDWALK AGI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MEIOS DE PAGAMENTO,CloudWalk,N/D,N/D,N/D,N/D,campo_1,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,54810968000102,15753,ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,47228232000165,15714,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,46450551000158,18270,D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,D365,N/D,N/D,N/D,N/D,campo_1,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,55471753000177,16416,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LTDA,Mercado Pago / Mercado Crédito,"33,3%",R$ 1.000,N/D,N/D,campo_2,FundosNet/B3; documento 704724; referência 2024-07-25; p. 106–107,705139 pp.3-5; 705145; 706203; 714216 pp.1-2,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,28169275000172,18027,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,PagSeguro,N/D,N/D,N/D,N/D,campo_1,FundosNet/B3; documento 1149521; referência 2026-03-25; cláusulas candidatas revisadas,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,46073195000109,3687,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-SYNGENTA,N/D,N/D,N/D,N/D,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-SYNGENTA: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,57028406000108,18122,IS GREEN SOLFACIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Solfácil,N/D,N/D,N/D,N/D,campo_1,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,54218673000141,14966,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,CloudWalk,"2,5%","R$ 1.000,00",N/D,N/D,campo_1,"FundosNet/B3; documento 1072697; referência 2025-12-23; p. 90; Suplemento 1, definição “Índice de Subordinação”",620348_emissao_emissao_620348_2024-03-14.pdf · 643240_emissao_emissao_643240_2024-04-22.pdf · 644981_emissao_emissao_644981_2024-04-25.pdf,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2024 FY,55070804000159,15820,ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,47228232000165,17862,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Carteira agro multicedente,N/D,N/D,N/D,N/D,Agro Flex: carteira de instrumentos de crédito do agronegócio; documentos da oferta não individualizam um originador único.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,60356171000180,20185,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SEGMENTO MEIOS DE PAGAMENTO,CloudWalk,"2,5%","R$ 1,00",N/D,N/D,campo_1,FundosNet/B3; documento 993687; referência 2025-09-04; p. 112–113; apêndice Mezanino B,883040_regulamento_regulamento_883040_2025-04-11.pdf · p.6-8 · ID 883040 | 883040_regulamento_regulamento_883040_2025-04-11.pdf · p.10-11 · ID 883040,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,63662224000189,23734,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Banco Santander,N/D,N/D,N/D,N/D,campo_1,FundosNet/B3; documento 1059307; referência 2025-12-10; cláusulas candidatas revisadas,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,60528786000146,20351,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGIBANK I RESPONSABILIDADE LIMITADA,Agibank,N/D,N/D,N/D,N/D,campo_1,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,59356753000187,19640,ER - ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não identificado · recebíveis de energia,N/D,N/D,N/D,N/D,ER - Energia: documentos consultados não nomeiam um único cedente ou originador; a carteira está ligada a recebíveis de energia/CCEE.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,56924942000110,21258,ASA LP II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIM,Não aplicável · FIC-FIDC alocador,N/D,N/D,N/D,N/D,ASA LP II: a oferta é de veículo alocador em cotas de FIDC; não há um originador único dos recebíveis subjacentes.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,47228232000165,18230,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Carteira agro multicedente,N/D,N/D,N/D,N/D,Agro Flex: carteira de instrumentos de crédito do agronegócio; documentos da oferta não individualizam um originador único.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,47228232000165,20365,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Carteira agro multicedente,N/D,N/D,N/D,N/D,Agro Flex: carteira de instrumentos de crédito do agronegócio; documentos da oferta não individualizam um originador único.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,50473039000102,20694,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Mercado Pago / Mercado Crédito,"10,0%",R$ 1.000,N/D,N/D,campo_2,FundosNet/B3; documento 909547; referência 2025-05-19; p. 99; item 8.8,909546 p.9; 912093 pp.3-5; 912172 p.2; 932137 p.2,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,60598366000136,21550,FIDC BV AUTO II SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Banco BV,N/D,N/D,N/D,N/D,campo_1,FundosNet/B3; documento 928235; referência 2025-06-11; cláusulas candidatas revisadas,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,63321684000143,22987,PINE INSS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS  RESPONSABILIDADE LIMITADA,Banco Pine,N/D,N/D,N/D,N/D,campo_1,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,58349979000198,19298,VOLKSWAGEN TERA FIDC SEGMENTO RECEBIVEIS COMERCIAIS - RESP LTDA,Banco Volkswagen / Volkswagen Financial Services,N/D,N/D,N/D,N/D,Volkswagen Tera: recebíveis de financiamento e cadeia de veículos do grupo Volkswagen; vínculo nominal requer leitura conjunta da oferta.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,61188091000125,21006,BYX MOZART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO CONSIGNADO RESP. LIMITADA,Não identificado · crédito consignado,N/D,N/D,N/D,N/D,"Byx Mozart Consignado: documentos consultados descrevem o lastro, mas não identificam um cedente/originador único.",N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,61271872000189,21036,PINE INSS FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Banco Pine,N/D,N/D,N/D,N/D,campo_1,FundosNet/B3; documento 1211502; referência 2026-06-01; cláusulas candidatas revisadas,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2025 FY,17250006000110,21208,RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,62393679000183,24947,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,CloudWalk,"1,0% até D+180; 2,5% após D+180","R$ 1.000,00",N/D,N/D,campo_1,FundosNet/B3; documento 1117954; referência 2026-02-19; p. 162–166,1117954_regulamento_regulamento_1117954_2026-02-19.pdf · p.142-145 · 1124808_emissao_emissao_1124808_2026-02-27.pdf | 1117954_regulamento_regulamento_1117954_2026-02-19.pdf · p.153-156 | 1117954_regulamento_regulamento_1117954_2026-02-19.pdf · p.164-166,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,62588266000154,22244,VTK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE  LIMITADA,N/D,N/D,N/D,N/D,N/D,VTK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE  LIMITADA: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,65976848000104,25826,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS AGIBANK II RESPONSABILIDADE LIMITADA,Agibank,N/D,N/D,N/D,N/D,campo_1,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,50114948000146,24712,DRIVER BRASIL SIX BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS - RESPONSABILIDADE LIMITADA,Banco Volkswagen,N/D,N/D,N/D,N/D,campo_1,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,63572282000111,24433,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Mercado Pago / Mercado Crédito,"10,0%",R$ 1.000,N/D,N/D,campo_2,FundosNet/B3; documento 1089845; referência 2026-01-21; p. 99; item 8.8,1089840 pp.1-2; 1089845 pp.151-153; 1101975 p.2; 1104314 pp.1-2,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,63546406000194,25379,PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS  RESPONSABILIDADE LIMITADA,Banco Pine,"1,5% inicial; meta 2,5%",N/D,N/D,N/D,campo_1,FundosNet/B3; documento 1130481; referência 2026-03-05; p. 142; item 6.8.5,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,65839682000176,26277,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS PICPAY FGTS II DE RESPONSABILIDADE LIMITADA,PicPay,N/D,N/D,N/D,N/D,campo_1,FundosNet/B3; documento 1201421; referência 2026-05-20; cláusulas candidatas revisadas,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,63733796000101,23614,ICRED INSS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,ICred,N/D,N/D,N/D,N/D,campo_1,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,64118207000148,24212,JIVEMAUÁ BOSSANOVA CRÉDITO SECURITIZADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não identificado · carteira multicedente,N/D,N/D,N/D,N/D,JiveMauá Bossa Nova II: documentos consultados descrevem carteira discricionária/diversificada sem um cedente único nominável.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,62393829000159,24371,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS COMERCIAIS MEDICI I - RESPONSABILIDADE LIMITADA,Fornecedores de BRF e Marfrig,N/D,N/D,N/D,N/D,"Comerciais Medici I: direitos creditórios comerciais cedidos por fornecedores; BRF e Marfrig são devedores/âncoras, não originadores.",N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,28169275000172,25708,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,PagSeguro,N/D,N/D,N/D,N/D,campo_1,FundosNet/B3; documento 1149521; referência 2026-03-25; cláusulas candidatas revisadas,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,63505455000189,24266,IS GREEN SOLFACIL VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE  LIMITADA,Solfácil,N/D,N/D,N/D,N/D,campo_1,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,66226355000101,26532,DAYCOVAL D413 FUNDO DE INVESTIMENTO EM DIREITOS  CREDITORIOS,Não identificado · Cartão Benefício e Cartão BMG,N/D,N/D,N/D,N/D,"Daycoval D413: a base oficial descreve o lastro, mas o anúncio de encerramento não individualiza o cedente/originador.",N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,61669748000176,23529,LAVORO FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA,Lavoro,N/D,N/D,N/D,N/D,campo_1,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2026 jan-jun,44302112000172,23032,CLASSE ÚNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-BAYER RESPONSABILIDADE LIMITADA,Bayer,N/D,N/D,N/D,N/D,campo_1,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
