cnpj,fund_name,setor_n1_metadata,setor_n2_metadata,metadata_confidence,setor_n1_document,setor_n2_document,document_classification_evidence,setor_n1_final,setor_n2_final,final_classification_source,regulamento_count,document_count_total,latest_regulamento_file,latest_regulamento_date,pdf_extraction_status,pages_extracted,monocedente_or_multicedente,concentrated_or_pulverized_debtors,credit_rights_allocation_min_pct,subordination_main_pct,subordination_all_pcts,cash_reserve_main_pct,concentration_limit_main_pct,default_trigger_main_pct,asset_class_confirmed,asset_class_confirmed_evidence,named_originator_or_cedente,named_originator_or_cedente_evidence,named_debtor_or_sacado,named_debtor_or_sacado_evidence,revolving_period,revolving_period_evidence,subordination_minimum,subordination_minimum_evidence,mezzanine_layer,mezzanine_layer_evidence,cash_or_liquidity_reserve,cash_or_liquidity_reserve_evidence,repurchase_or_indemnity,repurchase_or_indemnity_evidence,eligibility_criteria,eligibility_criteria_evidence,concentration_limits,concentration_limits_evidence,default_or_performance_triggers,default_or_performance_triggers_evidence,rating_required,rating_required_evidence,derivatives_allowed,derivatives_allowed_evidence,amortization_profile_defined,amortization_profile_defined_evidence,feature_hits_count,feature_hits_share
56006480000152,RHODES FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,4,11,data/raw/56006480000152/1210162_regulamento_regulamento_1210162_2026-05-28_2026-05-28.pdf,2026-05-28,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
58363671000105,ROCK AX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,4,6,data/raw/58363671000105/1200274_regulamento_regulamento_1200274_2026-05-20_2026-05-20.pdf,2026-05-20,ok,1,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
54020246000154,ROYAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,4,13,data/raw/54020246000154/1099365_regulamento_regulamento_1099365_2026-02-02_2026-02-02.pdf,2026-02-02,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
28912351000198,SADESUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,4,15,data/raw/28912351000198/607262_regulamento_regulamento_607262_2024-02-20_2024-02-20.pdf,2024-02-20,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
60775422000160,SANTOS DUMONT REAL ESTATE FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,0,7,,,sem_regulamento,0,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
41351629000163,SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,20,36,data/raw/41351629000163/1014985_regulamento_regulamento_1014985_2025-09-01_2025-09-01.pdf,2025-09-01,cache,-1,indeterminado,indeterminado,,30.0,"30,00%",,30.0,,nao,,nao,,nao,,nao,,sim,"30,00%",nao,,nao,,nao,,sim,,sim,"10,00%; 30,00%",nao,,nao,,nao_identificado,,nao_identificado,,3,0.21428571428571427
60397788000143,SNOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,9,11,data/raw/60397788000143/1170574_regulamento_regulamento_1170574_2026-04-27_2026-04-27.pdf,2026-04-27,ok,3,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
58347004000120,SOLAR BELMONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,4,11,data/raw/58347004000120/866801_regulamento_regulamento_866801_2025-03-27_2025-03-27.pdf,2025-03-27,ok,3,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,sim,MEZANIN,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,definido_textual,AMORTIZACAO,2,0.14285714285714285
51045717000190,SOLAR BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,8,12,data/raw/51045717000190/1082158_regulamento_regulamento_1082158_2026-01-14_2026-01-14.pdf,2026-01-14,ok,1,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
61141562000140,SOMA FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,0,4,,,sem_regulamento,0,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
61753072000102,SOSU OPPORTUNITIES III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,6,12,data/raw/61753072000102/1004945_regulamento_regulamento_1004945_2025-10-01_2025-10-01.pdf,2025-10-01,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,definido_textual,AMORTIZACAO,1,0.07142857142857142
54410544000150,SP SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,5,11,data/raw/54410544000150/703805_regulamento_regulamento_703805_2024-07-18_2024-07-18.pdf,2024-07-18,ok,1,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,sim,MEZANIN,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,1,0.07142857142857142
55891903000100,SP TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,7,12,data/raw/55891903000100/1066939_regulamento_regulamento_1066939_2025-12-18_2025-12-18.pdf,2025-12-18,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
57777919000103,SPFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,3,14,data/raw/57777919000103/920321_regulamento_regulamento_920321_2025-05-26_2025-05-26.pdf,2025-05-26,ok,6,cedente_nomeado,indeterminado,,,,,,,nao,,sim,"PLATAFORMA ZOOM, PELA A VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA ., INSTITUICAO FINANCEIRA, INSCRITA NO CNPJ",nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,amortizacao_programada,AMORTIZACAO PROGRAMADA,2,0.14285714285714285
54304772000146,ST 1008 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,0,8,,,sem_regulamento,0,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
64742036000123,SÃO GABRIEL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,3,6,data/raw/64742036000123/1166754_regulamento_regulamento_1166754_2026-04-17_2026-04-17.pdf,2026-04-17,ok,6,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,definido_textual,AMORTIZACAO,1,0.07142857142857142
61868687000176,TNB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,2,4,data/raw/61868687000176/958537_regulamento_regulamento_958537_2025-07-31_2025-07-31.pdf,2025-07-31,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
55653447000151,TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,3,5,data/raw/55653447000151/1057207_regulamento_regulamento_1057207_2025-12-08_2025-12-08.pdf,2025-12-08,ok,3,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
63615453000142,UDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,2,6,data/raw/63615453000142/1049336_regulamento_regulamento_1049336_2025-11-28_2025-11-28.pdf,2025-11-28,ok,7,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,amortizacao_programada,AMORTIZACAO DO PRINCIPAL: AS COTAS SUBORDINADAS NAO FARAO JUS A QUALQUER REMUNERACAO PERIODICA,1,0.07142857142857142
64787056000110,UNIQUE EON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,5,6,data/raw/64787056000110/1157783_regulamento_regulamento_1157783_2026-04-09_2026-04-09.pdf,2026-04-09,ok,1,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE , CONFORME TEXTO DISPOSTO NO ANEXO I, ART. 8. QUANDO NAO AQUI EXPRESSAMENTE DEFINIDOS, OS TERMOS UTILIZADOS NESTE INSTRUMENTO TERAO O MESMO",nao,,nao,,nao,,nao_identificado,,nao_identificado,,1,0.07142857142857142
53203961000160,URCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,3,5,data/raw/53203961000160/617809_regulamento_regulamento_617809_2024-03-07_2024-03-07.pdf,2024-03-07,ok,8,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,sim,CLASSIFICACAO DE RISCO,nao_identificado,,amortizacao_programada,AMORTIZACAO PROGRAMADA,2,0.14285714285714285
55579164000107,VERA CRUZ II - ATIVOS JUDICIAIS - PROCESSO DE CONHECIMENTO - FIDC - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,7,11,data/raw/55579164000107/693100_regulamento_regulamento_693100_2024-07-05_2024-07-05.pdf,2024-07-05,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
62193694000188,VERA CRUZ III ATIVOS JUDICIAIS PROCESSO DE CONHECIMENTO FIDC CRED PRIV,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,0,3,,,sem_regulamento,0,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
55651473000140,VEXO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,3,6,data/raw/55651473000140/865133_regulamento_regulamento_865133_2025-03-26_2025-03-26.pdf,2025-03-26,ok,2,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
58407746000102,VIER K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,0,3,,,sem_regulamento,0,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
53779703000126,XP CREDIT OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,5,18,data/raw/53779703000126/609898_regulamento_regulamento_609898_2024-02-23_2024-02-23.pdf,2024-02-23,cache,-1,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
58085845000107,XP CREDIT PORTFOLIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,0,8,,,sem_regulamento,0,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
46082857000107,ZORRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Não classificado,Revisar manualmente,Sem regra setorial acionada por metadados disponíveis.,Não classificado,Revisar manualmente,documento_regulamento,5,9,data/raw/46082857000107/594024_regulamento_regulamento_594024_2024-01-31_2024-01-31.pdf,2024-01-31,ok,6,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
40975325000104,3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Sem oferta CVM mapeada,Sem oferta CVM mapeada,,Crédito PJ,Recebíveis comerciais/multissetorial,descricao_lastro: regex `PRESTACAO DE SERVICOS`,Sem oferta CVM mapeada,Sem oferta CVM mapeada,metadado_cvm_oferta,6,11,data/raw/40975325000104/1188990_regulamento_regulamento_1188990_2026-05-13.pdf,2026-05-13,cache,-1,cedente_nomeado,concentrado,67.0,,,,,,sim,DIREITOS CREDITORIOS CARACTERISTICAS DOS DIREITOS CREDITORIOS 9.1 OS DIREITOS CREDITORIOS A SEREM ADQUIRIDOS PELA CLASSE SERAO REPRESENTADOS POR TITULOS ORIUNDOS DA ATUACAO DE CED...,sim,"CONSULTORIA ESPECIALIZADA CATALISE ESTRUTURACAO DE FUNDOS LTDA., COM SEDE NA RUA PRIMEIRO DE MAIO 442, CENTRO, PINHAIS PR, CEP 83.323-020, INSCRITA NO CNPJ",nao,,sim,REVOLVENCIA,sim,"INDICE DE SUBORDINACAO EM CONJUNTO OU ISOLADAMENTE, O INDICE DE SUBORDINACAO JUNIOR, O INDICE DE SUBORDINACAO MEZANINO E O INDICE DE SUBORDINACAO SUBORDINADAS, CO",sim,MEZANIN,sim,"RESERVA DE CAIXA 13.1 OBSERVADA A ORDEM DE ALOCACAO DE RECURSOS PREVISTA ABAIXO NESTE ANEXO, A ADMINISTRADORA DEVERA MANTER A RESERVA DE",sim,SUBSTITUICAO DOS DIREITOS CREDITORIOS,sim,"CRITERIOS DE ELEGIBILIDADE CRITERIOS DE ELEGIBILIDADE DOS DIREITOS CREDITORIOS, DEFINIDOS NO ANEXO. CUSTODIANTE BANCO DAYCOVAL S.A., INSTITUICAO FINANCEIRA DEVIDAMENT",sim,POR DEVEDORES QUE ESTEJAM INADIMPLENTES PERANTE O FUNDO (E) ESTEJAM AMPARADOS PELOS RESPECTIVOS DOCUMENTOS COMPROBATORIOS E (F) TEN,sim,EVENTOS DE AVALIACAO EVENTOS DEFINIDOS NO ANEXO CUJA OCORRENCIA ENSEJA A IMEDIATA CONVOCACAO DA ASSEMBLEIA PARA DELIBERAR SE TAIS EVENTOS CONSTITUEM EVENTOS DE,sim,CLASSIFICACAO DE RISCO,hedge_apenas,DERIVATIVOS PARA PROTECAO/HEDGE,pass_through,FLUXO DE CAIXA,13,0.9285714285714286
52242420000188,52242420000188,Sem oferta CVM mapeada,Sem oferta CVM mapeada,,Crédito PF,Consignado/INSS,descricao_lastro: regex `\bINSS\b`,Sem oferta CVM mapeada,Sem oferta CVM mapeada,metadado_cvm_oferta,2,4,data/raw/52242420000188/938243_regulamento_regulamento_938243_2025-06-30.pdf,2025-06-30,cache,-1,cedente_nomeado,concentrado,,,,,,,sim,DIREITOS CREDITORIOS CNPJ NO 52.242.420/0001 -88 3 4.3.1 A FORMALIZACAO DE CADA AQUISICAO DE DIREITOS CREDITORIOS PELA CLASSE SERA REALIZADA POR MEIO DE ENDOSSO ELETRONICO EM PRET...,sim,CEDENTES OU DEVEDORES (III) NA ANEXO I AO REGULAMENTO CLASSE UNICA DO BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CNPJ,sim,DEVEDORES . ANEXO I AO REGULAMENTO CLASSE UNICA DO BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CNPJ,sim,REVOLVENCIA,nao,,nao,,nao,,sim,RECOMPRA,sim,CRITERIOS DE ELEGIBILIDADE (XI) CUSTOS REFERENTES A DEFESA DOS INTERESSES DE CADA CLASSE DE COTAS E (XII) FATORES DE RISCO. CAPITULO 2 RESPONSABILIDADE DOS PRESTADORE,sim,"LIMITES DE CONCENTRACAO E VEDACOES PARA A COMPOSICAO DA CARTEIRA 4.10 DECORRIDOS 180 (CENTO E OITENTA) DIAS DO INICIO DE SUAS ATIVIDADES, A CLASSE DEVERA, PARA FIN",sim,"EVENTOS DE AVALIACAO, EVENTOS DE LIQUIDACAO E LIQUIDACAO ANTECIPADA DA CLASSE (IX) ORIGEM DOS DIREITOS CREDITORIOS (X) CRITERIOS DE ELEGIBILIDADE (XI) CUSTOS RE",sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,revolvente_mais_amortizacao,REVOLVENCIA + AMORTIZACAO,11,0.7857142857142857
62696791000193,BTG PACTUAL CERES CONFINA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA,Sem oferta CVM mapeada,Sem oferta CVM mapeada,,Agro,Agro,descricao_lastro: regex `\bFIAGRO\b`,Sem oferta CVM mapeada,Sem oferta CVM mapeada,metadado_cvm_oferta,1,4,data/raw/62696791000193/1143317_regulamento_regulamento_1143317_2026-03-20.pdf,2026-03-20,cache,-1,indeterminado,concentrado,,5.0,"5,00%",,,,sim,DIREITOS CREDITORIOS DO AGRONEGOCIO ): (I) TITULOS DE CREDITO EMITIDOS POR PESSOAS NATURAIS E JURIDICAS QUE INTEGREM AS CADEIAS PRODUTIVAS DO AGRONEGOCIO (II) DIREITOS CREDITORIOS...,nao,,sim,INSS,nao,,sim,"5,00%",sim,MEZANIN,sim,"RESERVA DE DESPESAS DE MODO QUE ESTA, AO FINAL DE CADA DIA UTIL, SEJA EQUIVALENTE AO MONTANTE ESTIMADO DOS ENCARGOS, A SEREM INCORRIDOS NOS",sim,RECOMPRA,sim,CRITERIOS DE ELEGIBILIDADE DOS DIREITOS CREDITORIOS DO AGRONEGOCIO 4.7 A CLASSE SOMENTE PODERA ADQUIRIR OS DIREITOS CREDITORIOS DO AGRONEGOCIO QUE ATENDAM CUMULATIVAM,sim,LIMITES DE CONCENTRACAO APLICAVEIS AOS DIREITOS CREDITORIOS DO AGRONEGOCIO E FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS DO AGRONEGOCIO INVESTIDOS PELA CLASSE 4,sim,EVENTOS DE AVALIACAO E/OU EVENTOS DE LIQUIDACAO (IV) EXISTAM SUFICIENTES ATIVOS FINANCEIROS E/OU RECURSOS DISPONIVEIS E (VII) PERMANECAM ATENDIDAS TODOS OS INDI,sim,CLASSIFICACAO DE RISCO,hedge_apenas,DERIVATIVOS PARA PROTECAO/HEDGE,pass_through,FLUXO DE CAIXA,12,0.8571428571428571
08692888000182,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Sem oferta CVM mapeada,Sem oferta CVM mapeada,,Meios de Pagamento e Cartões,Bancos Emissores,descricao_lastro: regex `CARTAO DE CREDITO`,Sem oferta CVM mapeada,Sem oferta CVM mapeada,metadado_cvm_oferta,6,79,data/raw/08692888000182/772020_regulamento_regulamento_772020_2024-11-05.pdf,2024-11-05,cache,-1,indeterminado,indeterminado,,,,95.5,,,sim,DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA CAPITULO 1 FUNDO 1.1 O CARTAO,nao,,nao,,sim,AQUISICAO DE NOVOS DIREITOS CREDITORIOS,nao,,sim,MEZANIN,sim,"95,50%",nao,,sim,CRITERIOS DE ELEGIBILIDADE .................................................................. 35 CAPITULO V DAS CONDICOES DE CESSAO ..................................,sim,"LIMITES DE CONCENTRACAO: (I) ATE 20% (VINTE POR CENTO) DO VALOR DO SALDO REMANESCENTE DE SEU PATRIMONIO LIQUIDO, NAO INVESTIDO EM DIREITOS CREDITORIOS, EM TITULOS",sim,,sim,CLASSIFICACAO DE RISCO,vedado,VEDADO ... DERIVATIVOS,pass_through,FLUXO DE CAIXA,10,0.7142857142857143
50988212000105,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,Sem oferta CVM mapeada,Sem oferta CVM mapeada,,Meios de Pagamento e Cartões,Bancos Emissores,descricao_lastro: regex `CARTAO DE CREDITO`,Sem oferta CVM mapeada,Sem oferta CVM mapeada,metadado_cvm_oferta,7,40,data/raw/50988212000105/1013021_regulamento_regulamento_1013021_2024-11-14.pdf,2024-11-14,cache,-1,indeterminado,indeterminado,,,,15.0,,,sim,DIREITOS CREDITORIOS II RESPONSABILIDADE LIMITADA 1 FUNDO 1.1 O CARTAO,nao,,nao,,sim,AQUISICAO DE NOVOS DIREITOS CREDITORIOS,nao,,sim,MEZANIN,sim,"15,00%",nao,,sim,"CRITERIOS DE ELEGIBILIDADE ......................................... 33 CAPITULO VI DOS PROCEDIMENTOS DE CESSAO DE DIREITOS CREDITORIOS, DO RECEBIMENTO DE VALORES, DA",nao,,sim,EVENTOS DE AVALIACAO E DOS EVENTOS DE LIQUIDACAO ...............................................................................................................,sim,CLASSIFICACAO DE RISCO,vedado,VEDADO ... DERIVATIVOS,pass_through,FLUXO DE CAIXA,9,0.6428571428571429
63953620000165,CLASSE CONSIGNADO PRIVADO DO MT GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,Sem oferta CVM mapeada,Sem oferta CVM mapeada,,Crédito PF,Consignado/INSS,nome_fundo: regex `CONSIGNADO`,Sem oferta CVM mapeada,Sem oferta CVM mapeada,metadado_cvm_oferta,0,6,,,sem_regulamento,0,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
63953769000144,CLASSE INSS DO MT GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Sem oferta CVM mapeada,Sem oferta CVM mapeada,,Crédito PF,Consignado/INSS,nome_fundo: regex `\bINSS\b`,Sem oferta CVM mapeada,Sem oferta CVM mapeada,metadado_cvm_oferta,0,3,,,sem_regulamento,0,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
