Fundo,CNPJ,Critério,Chave,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,Status curadoria,cnpj_digits,percent_value,all_percent_values_from_observation,rule_text,setor_n1,setor_n2,confidence,evidence,rule_id,subordination_pct_normalized,subordination_normalization_note,subordination_valid_for_common_level
MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,47.424.724/0001-26,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | Liquidez referidos nas alíneas (a) e (b) acima; e (d) cotas de classes de fundos de investimento que invistam exclusivamente nos Ativos Financeiros de Liquidez referidos nas alíneas (a) e (b) acima. 6.4 A Classe poderá realizar operações com derivativos exclusivamente com o objetivo de proteção patrimonial, desde que exista contraparte central (instituição financeira que atua como intermediária nas operações de deri…",917703_regulamento_regulamento_917703_2025-06-05.pdf · ID 917703 · 05/06/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,47424724000126,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Judicial/Precatórios/NPL,Não padronizado/NPL,media,fundo: regex `NAO PADRONIZADO`,npl_np,,sem_percentual_parseavel,False
INOVA CREDTECH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47.669.476/0001-83,Subordinação mínima,subordination_ratio_min,25%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 25%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | www.finaxis.com.br 11 sendo que, no mínimo, 12,5% (doze e meio por cento) do Patrimônio Líquido deverá ser representado por Cotas Subordinadas Júnior . Na ausência de Cotas Subordinadas Mezanino em circulação, o Fundo deverá ter, no mínimo, 25% do Patrimônio Líquido deverá ser representado por Cotas Subordinadas Júnior. 8.13.1. A Subordinação será apurada diariamente pela Administradora. Para fins de cálculo da Subo…",400722_regulamento_regulamento_400722_2023-01-12.pdf · ID 400722 · 12/01/2023,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,47669476000183,25.0,12.5;25,25%,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,25.0,percentual_direto,True
INOVA CREDTECH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47.669.476/0001-83,Subordinação mínima,subordination_ratio_min,25%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 25%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | 8.12.3. Na transferência de titularidade das cotas fora de bolsa ou mercado de balcão organizado, o alienante deverá apres entar o documento de arrecadação de receitas federais que comprove o pagamento do imposto de renda sobre o ganho de capital incidente na alienação ou declaração sobre a inexistência de imposto devido. Subordinação e Excesso de Garantia 8.13. Após a Data da 1ª I ntegralização de Cotas Seniores, a…",400722_regulamento_regulamento_400722_2023-01-12.pdf · ID 400722 · 12/01/2023,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,47669476000183,25.0,,25%,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,25.0,percentual_direto,True
INOVA CREDTECH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47.669.476/0001-83,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",nao_monitoravel,,"Alerta documental: renúncia, destituição ou substituição não saneada de administrador, gestor ou prestador-chave","Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME. | Extração local heurística; validar manualmente antes de ativar alerta. | GERAL 13.1. Sem prejuízo das demais atribuições previstas neste Regulamento, compete privativamente à Assembleia Geral, observados os respectivos quóruns de deliberação: (a) tomar anualmente, no prazo máximo de 4 (quatro) meses após o encerramento do exercício social, as contas do Fundo e deliberar sobre as demonstrações financeiras desse; (b) deliberar sobre a substituição da Administradora; (c) deliberar sobre a s…",400722_regulamento_regulamento_400722_2023-01-12.pdf · ID 400722 · 12/01/2023,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,47669476000183,,,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50.327.909/0001-27,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,,Alerta operacional: amostra ou regra de lastro indicar descumprimento dos critérios de elegibilidade,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | Banco Central do Brasil. “Cedentes” Pessoas físicas ou jurídicas que cedem Direitos Creditórios à Classe e/ou ao Fundo. “Classe” Classe única de Cotas, constituída sob a forma de condomínio aberto, conforme regras específicas dispostas no respectivo Anexo da Classe Única. d8d40584-3c63-4ffc-8dce-e6735b3b233e 4 “CNPJ” Cadastro Nacional da Pessoa Jurídica do Ministério da Fazenda. “Condições de Cessão” Condições de ce…",1007241_regulamento_regulamento_1007241_2025-10-06.pdf · ID 1007241 · 06/10/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,50327909000127,,,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50.327.909/0001-27,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,,Alerta operacional: amostra ou regra de lastro indicar descumprimento dos critérios de elegibilidade,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | reditórios às Condições de Cessão e, com base nas informações que a Cedente encaminhou, realizará a verificação da integridade e titularidade do lastro , na forma d a Cláusula 7.4 abaixo, bem como o enquadramento à Política de Investimento, a verificação dos limites de concentração e o atendimento dos Critérios de Elegibilidade, conforme regras dispostas no Anexo da Classe Única; (iii) A Gestora sinalizará que as Co…",1007241_regulamento_regulamento_1007241_2025-10-06.pdf · ID 1007241 · 06/10/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,50327909000127,,,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,Reserva ou caixa mínimo,minimum_cash_ratio,15%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 15%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | ato de Cobrança Bancária, e tal evento possa, a critério exclusivo da Administradora, afetar a boa ordem legal, administrativa e operacional do Programa de Securitização; h) renúncia da Administradora, com a não assunção de suas funções por uma nova instituição, nos termos deste Anexo Descritivo, ou sua não substituição, nos termos deste Anexo Descritivo; i) caso a Classe Única deixe de atender à Reserva de Caixa, à…",1013021_regulamento_regulamento_1013021_2024-11-14.pdf · ID 1013021 · 14/11/2024,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,50988212000105,15.0,,15%,Meios de Pagamento e Cartões,Bancos Emissores,media,fundo: regex `CARTAO DE COMPRA`,card_issuer_banks,15.0,percentual_direto,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Subordinação mínima,subordination_ratio_min,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 10%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | e São Paulo, devendo tais amortizações, resgates e aplicações serem efetivados no primeiro Dia Útil subsequente. Índices de Subordinação e Razão de Garantia 9.11. A Classe A deverá observar a Razão de Garantia de 10% (dez por cento). Isso significa que, no mínimo, 10% (dez por cento) do Patrimônio Líquido da Classe A deve ser representado pela soma do valor total das Cotas Subordinadas em circulação (“Índice de Subo…",1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,51957370000152,10.0,10;10,10%,Crédito PF,FGTS,media,fundo: regex `\bFGTS\b`,fgts,10.0,percentual_direto,True
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Subordinação mínima,subordination_ratio_min,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 5%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | atrimônio Líquido da Classe A deve ser representado pela soma do valor total das Cotas Subordinadas em circulação (“Índice de Subordinação”). 9.12. A Classe A deverá observar a Razão de Garantia Mezanino de 5% (cinco por cento). Isso significa que, no mínimo, 5% (cinco por cento) do Patrimônio Líquido do Fundo deve ser representado pela soma do valor total das Cotas Subordinadas Juniores em circulação (“ Índice de S…",1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,51957370000152,5.0,5;5,5%,Crédito PF,FGTS,media,fundo: regex `\bFGTS\b`,fgts,5.0,percentual_direto,True
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Alocação mínima em direitos creditórios,credit_rights_allocation_min,50%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 50%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | ça”: O Cedente ou seu sucessor a qualquer título, que atuará (i) no auxílio à cobrança ordinários dos Direitos Creditórios cedidos; e (ii) na cobrança extraordinária dos Direitos Creditórios Inadimplidos; “Agente Operador do FGTS”: A Caixa Econômica Federal; “Alocação Mínima”: A alocação de, ao menos, 50% (cinquenta por cento) do Patrimônio Líquido em Direitos Creditórios, nos termos da Resolução CVM nº 175; “Alocaç…",1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,51957370000152,50.0,50,50%,Crédito PF,FGTS,media,fundo: regex `\bFGTS\b`,fgts,50.0,percentual_direto,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Reserva ou caixa mínimo,minimum_cash_ratio,1%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 1%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | pela Administradora no último Dia Útil de cada mês (“Reserva de Caixa”). 12.1.1. Na hipótese de a Reserva de Caixa deixar de atender valor mínimo descrito acima, a 44/88 Corporativo | Interno Gestora deverá suspender a aquisição de novos Direitos Creditórios e destinar os recursos da Classe A, em moeda corrente nacional, para a recomposição da Reserva de Caixa. 12.2. A Classe A deverá constituir e manter uma reserva…",1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,51957370000152,1.0,,1%,Crédito PF,FGTS,media,fundo: regex `\bFGTS\b`,fgts,1.0,percentual_direto,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | Interno mercados de derivativos, exclusivamente com o objetivo de proteger posições detidas à vista, até o limite destas, nem tampouco gere exposição superior a 1 (uma) vez o P atrimônio Líquido ou que Cotistas a aportarem recursos adicionais para cobrir o prejuízo da Classe A, nos termos deste Anexo Descritivo A. 3.6.1. Para o efeito do disposto no acima, as operações contratadas pel a Classe A com instrumentos der…",1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,51957370000152,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,FGTS,media,fundo: regex `\bFGTS\b`,fgts,,sem_percentual_parseavel,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | stinem à simples proteção de posições detidas à vista. 3.6.3. Para efeito de cálculo de Patrimônio Líquido d a Classe A no âmbito das operações realizadas com instrumentos derivativos, dev em ser considerados os dispêndios efetivamente incorridos a título de prestação de margens de garantia em espécie, ajustes diários, prêmios e custos operacionais, decorrentes da manutenção de posições em mercados organizados de de…",1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,51957370000152,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,FGTS,media,fundo: regex `\bFGTS\b`,fgts,,sem_percentual_parseavel,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Subordinação mínima,subordination_ratio_min,"7,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 7,50%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | ão mínima entre (i) a soma do valor total das e Cotas Subordinadas Júnior em circulação e (ii) o Patrimônio Líquido do Fundo, conforme apurada pela Gestora em cada Dia Útil, equivalente a, no mínimo, 7,50% (sete inteiros e cinquenta centésimos por cento). Clicksign afb204e5-3776-436a-9a87-16a2b0331c56 86 “Índices de Subordinação” significam, em conjunto e indistintamente, o Índice de Subordinação Mezanino A, o Índic…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,7.5,7.5,"7,50%",Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,7.5,percentual_direto,True
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Alocação mínima em direitos creditórios,credit_rights_allocation_min,67%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 67%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | os boletos bancários para pagamento, pelos Devedores, dos respectivos Direitos Creditórios Adquiridos. “Alocação Mínima Alvo” significa o percentual mínimo de 67% (sessenta e sete por cento) do Patrimônio Líquido da Classe a ser mantido em Clicksign afb204e5-3776-436a-9a87-16a2b0331c56 74 Direitos Creditórios, a partir de 180 (cento e oitenta) dias contados da 1ª Data de Integralização das Cotas Seniores. “Alocação…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,67.0,67,67%,Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,67.0,percentual_direto,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Reserva ou caixa mínimo,minimum_cash_ratio,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 100%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | ente subsequente. 21.2 A Administradora deverá manter Reserva de Despesas e Encargos do Fundo, por conta e ordem deste, desde a 1ª Data de Integralização até a liquidação do Fundo. A Reserva de Despe sas e Encargos destinar-se-á exclusivamente ao pagamento dos montantes referentes às despesas e e ncargos do Fundo, incluindo-se a Taxa de Administração. Clicksign afb204e5-3776-436a-9a87-16a2b0331c56 68 (i) as Disponib…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,100.0,,100%,Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,100.0,percentual_direto,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Reserva ou caixa mínimo,minimum_cash_ratio,30%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 30%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | SPESAS E ENCARGOS DO FUNDO 21.1 A Administradora deverá constituir Reserva de Amortização para pagamento da amortização das Cotas Seniores e das Cotas Subordinadas Mezanino, interrompendo parcialmente, se nece ssário, a aquisição de novos Direitos Creditórios, de modo que: (i) a partir do 60º (sexagésimo) dia e até o 16º (décimo sexto) dia antes de cada Data de Amortização subsequente, o Fundo sempre mantenha em Dis…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,30.0,,30%,Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,30.0,percentual_direto,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,5%,monitoravel,Recompras / Crédito ou Recompras / PL,Alerta se proxy IME ficar acima de 5%,"O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento. | Extração local heurística; validar manualmente antes de ativar alerta. | Renegociação; e (iv) Índices de Subordinação. “Índice de Recompra Obrigatória, Substituição Obrigatória, Compra Compulsória e Indenização” significa o percentual, mensalmente calculado pela Gestora em cada Data de Verificação, com base nas informações da Data de Referência, utilizando-se a fração: (i) cujo numerador será o valor de face dos Direitos Creditórios de titularidade do Fundo que tenham sido objeto de Reco…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,5.0,,5%,Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,5.0,percentual_direto,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Limite de recompra,recompras_max,"5,00%",monitoravel,Recompras / Crédito ou Recompras / PL,"Alerta se proxy IME ficar acima de 5,00%","O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento. | Extração local heurística; validar manualmente antes de ativar alerta. | ência Global não poderá ser superior a 5,00% (cinco por cento). “Índices de Monitoramento” significam os seguintes índices de monitoramento a serem calculados e verificados na forma especificada neste Regulamento: (i) Índice de Recompra Obrigatória, Substituição Obrigatória, Compra Compulsória e Indenização; (ii) os Índices de Inadimplência; (iii) Índice de Renegociação; e (iv) Índices de Subordinação. “Índice de Re…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,5.0,5,"5,00%",Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,5.0,percentual_direto,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",nao_monitoravel,,"Alerta documental: renúncia, destituição ou substituição não saneada de administrador, gestor ou prestador-chave","Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME. | Extração local heurística; validar manualmente antes de ativar alerta. | 2026. Clicksign afb204e5-3776-436a-9a87-16a2b0331c56 10 ÍNDICE 1. OBJETO 3 2. FORMA DE CONSTITUIÇÃO 3 3. PRAZO DE DURAÇÃO 4 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 4 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 12 6. CUSTODIANTE 12 7. AGENTE DE COBRANÇA 14 8. CONSULTORA ESPECIALIZADA 14 9. REMUNERAÇÃO DA ADMINISTRADORA, DA GESTORA, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVIÇO 15 10. SUBSTITUIÇÃO E RENÚNCIA DA…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,,,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,,sem_percentual_parseavel,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",nao_monitoravel,,"Alerta documental: renúncia, destituição ou substituição não saneada de administrador, gestor ou prestador-chave","Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME. | Extração local heurística; validar manualmente antes de ativar alerta. | ocorrer a 1ª Data de Inte gralização das Cotas Seniores. 9.9 Os valores previstos neste Capítulo 9 serão pagos até o 5º (quinto) Dia Útil do mês subsequente ao mês da prestação dos serviços. 9.10 Os valores acima não incluem as despesas previstas no Capítulo 20 do presente Re gulamento, a serem debitadas do Fundo pela Administradora. 9.11 O Fundo não possui taxa de ingresso ou de saída. 10. SUBSTITUIÇÃO E RENÚNCIA D…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,,,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,,sem_percentual_parseavel,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",nao_monitoravel,,"Alerta documental: renúncia, destituição ou substituição não saneada de administrador, gestor ou prestador-chave","Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME. | Extração local heurística; validar manualmente antes de ativar alerta. | liquidação da Classe ou do Fundo, aplicam-se, no que couberem, as normas em vigor sobre responsabilidade civil o u criminal de administradores, diretores e gerentes de instituições financeiras, independentemente das que regem a responsabilidade civil da própria Administradora ou da Gestora. 10.8 Aplica-se à substituição do Agente de Cobrança e da Consultora Especializada, no que couber, o disposto acima relação à su…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,,,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,,sem_percentual_parseavel,False
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,,Alerta operacional: amostra ou regra de lastro indicar descumprimento dos critérios de elegibilidade,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | Cobertura não poderá ficar desenquadrado. O cálculo pro forma será realizado com base nas informações da carteira diária e estoque de Direitos Creditórios do Fundo, com data base de 2 (dois) Dias Úteis anter iores a data do cálculo do presente critério. 12.3.2 O enquadramento dos Direitos Creditórios que o Fundo pretenda adquirir ao Critério de Elegibilidade será verificado e validado pela Gestora, observado que o C…",1171206_regulamento_regulamento_1171206_2026-03-25.pdf · ID 1171206 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,52340225000190,,,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,Crédito PJ,Risco sacado/fornecedores,alta,ativos_alvo: regex `DUPLICATAS`,sacado_fornecedores,,sem_percentual_parseavel,False
