Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,,,29/05/2023,Não identificada na extração offline,,,,,"i, CEP 04.538 -132, inscrita no CNPJ/ME sob o nº 17.298.092/0001-30. “Cotas” Significam as Cotas Seniores e as Cotas Subordinadas , quando referidas em conjunto. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma out ra classe de Cota para fins de amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma deste Regulamento. “Cotas Subordinadas” Significam as…","i, CEP 04.538 -132, inscrita no CNPJ/ME sob o nº 17.298.092/0001-30. “Cotas” Significam as Cotas Seniores e as Cotas Subordinadas , quando referidas em conjunto. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma out ra classe de Cota para fins de amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma deste Regulamento. “Cotas Subordinadas” Significam as…","O DE INTERESSE ..................................................................... 42 CAPÍTULO XIII – EVENTOS DE AVALIAÇÃO, EVENTOS DE LIQUIDAÇÃO E PROCEDIMENTOS DE LIQUIDAÇÃO ANTECIPADA ............................................................................................. 43 CAPÍTULO XIV – VALORAÇÃO DAS COTAS, AMORTIZAÇÃO DE COTAS, EVENTOS E PROCEDIMENTOS DE RESGATE DE COTAS MEDIANTE ENTREGA DE DIREITOS CR…",evento de cota,471659_regulamento_regulamento_471659_2023-05-29.pdf · ID 471659 · 29/05/2023,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,,,13/06/2024,Não identificada na extração offline,,,,,"Taxa DI + 3,4800% a.a. | bi, CEP 04.538 -132, inscrita no CNPJ/ME sob o nº 17.298.092/0001-30. “Cotas” Significam as Cotas Seniores e as Cotas Subordinadas , quando referidas em conjunto. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma outra classe de Cota para fins de amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma deste Regulamento. “Cotas Subordinadas” Significam as…","Taxa DI + 3,4800% a.a. | bi, CEP 04.538 -132, inscrita no CNPJ/ME sob o nº 17.298.092/0001-30. “Cotas” Significam as Cotas Seniores e as Cotas Subordinadas , quando referidas em conjunto. “Cotas Seniores” Significam as Cotas da classe sênior, que não serão subordinadas a nenhuma outra classe de Cota para fins de amortização, pagamento de Remuneração das Cotas Seniores e Resgate, na forma deste Regulamento. “Cotas Subordinadas” Significam as…","O DE INTERESSE ..................................................................... 42 CAPÍTULO XIII – EVENTOS DE AVALIAÇÃO, EVENTOS DE LIQUIDAÇÃO E PROCEDIMENTOS DE LIQUIDAÇÃO ANTECIPADA ............................................................................................. 43 CAPÍTULO XIV – VALORAÇÃO DAS COTAS, AMORTIZAÇÃO DE COTAS, EVENTOS E PROCEDIMENTOS DE RESGATE DE COTAS MEDIANTE ENTREGA DE DIREITOS CR…",evento de cota,691063_regulamento_regulamento_691063_2024-06-13.pdf · ID 691063 · 13/06/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,cotas seniores da 1ª (primeira),Sênior,13/06/2024 17:00,Não identificada na extração offline,,,"R$110.000.000,00",,"cento e dez milhões de reais) (“ Emissão I”), as quais foram objeto de distribuição pública, com esforços restritos de colocação, nos termos da revogada Instrução da CVM nº 476, de 16 de janeiro de 2009 (“ Instrução CVM 476 ” e “ Oferta I”, respectivamente), deliberar sobre: a alteração do cronograma de amortização, da remuneração e do prazo de duração previsto no suplemento das Cotas Seniores I; (ii) aprovar inclus…","cento e dez milhões de reais) (“ Emissão I”), as quais foram objeto de distribuição pública, com esforços restritos de colocação, nos termos da revogada Instrução da CVM nº 476, de 16 de janeiro de 2009 (“ Instrução CVM 476 ” e “ Oferta I”, respectivamente), deliberar sobre: a alteração do cronograma de amortização, da remuneração e do prazo de duração previsto no suplemento das Cotas Seniores I; (ii) aprovar inclus…","$110.000.000,00 (cento e dez milhões de reais) (“ Emissão I”), as quais foram objeto de distribuição pública, com esforços restritos de colocação, nos termos da revogada Instrução da CVM nº 476, de 16 de janeiro de 2009 (“ Instrução CVM 476 ” e “ Oferta I”, respectivamente), deliberar sobre: a alteração do cronograma de amortização, da remuneração e do prazo de duração previsto no suplemento das Cotas Seniores I; (i…",evento de cota,691061_assembleia_assembleia_691061_2024-06-13.pdf · ID 691061 · 13/06/2024 17:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,cotas subordinadas,Subordinada,29/07/2024 10:00,Não identificada na extração offline,,,"R$ 20.000.000,00",,"Taxa DI + 1,5000% a.a. | M são empresas pertencentes ao grupo econômico APEX GROUP Rua Alves Guimarães, 1212 – Pinheiros – CEP 05410-002 – São Paulo/SP Canal de Ouvidoria: Tel. 0800 466 0200 | E-mail: ouvidoria.bra@apexgroup.com Canal de Denúncias: canaldenuncias.bra@apexgroup.com Fale Conosco: faleconosco.bra@apexgroup.com II. Amortização e Remuneração da s Cotas Seniores II: Os pagamentos da remuneração e da amortização das Cotas Seniores…","Taxa DI + 1,5000% a.a. | M são empresas pertencentes ao grupo econômico APEX GROUP Rua Alves Guimarães, 1212 – Pinheiros – CEP 05410-002 – São Paulo/SP Canal de Ouvidoria: Tel. 0800 466 0200 | E-mail: ouvidoria.bra@apexgroup.com Canal de Denúncias: canaldenuncias.bra@apexgroup.com Fale Conosco: faleconosco.bra@apexgroup.com II. Amortização e Remuneração da s Cotas Seniores II: Os pagamentos da remuneração e da amortização das Cotas Seniores…",nte). CONVOCAÇÃO E PRESENÇA: Dispensada a convocação devido ao comparecimento da totalidade de cotistas do Fundo (“ Cotistas”) indicados na lista de presença anexa na forma do Anexo I a esta ata. COMPOSIÇÃO DA MESA: Presidente: Kauê Teixeira; e Secretária: Leticia Rodrigues. ORDEM DO DIA: (i) deliberar acerca da amortização das cotas subordinadas (“Amortização das Cotas Subordinadas”); (ii) deliberar sobre a 1ª (pri…,evento de cota,708274_assembleia_assembleia_708274_2024-07-29.pdf · ID 708274 · 29/07/2024 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,2ª Série,,06/08/2024,Não identificada na extração offline,,,"R$ 20.000.000,00",,,,"ções das circunstâncias, revogação, modificação, suspensão ou cancelamento da Oferta, tal cronograma poder á ser alterado. Para informações sobre manifestação de aceitação à Oferta, manifestação de revogação da aceitação à Oferta, modificação da Oferta, suspensão da Oferta e cancelamento ou revogação da Oferta, e sobre os prazos, termos, condições e forma para devolução e reembolso dos valores dados em contrapartida…",emissão,715028_emissao_emissao_715028_2024-08-06.pdf · ID 715028 · 06/08/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,cotas seniores da 2ª (segunda) série do Fundo (“ AGC 29,Sênior,08/08/2024 10:00,Não identificada na extração offline,,,"R$ 20.000.000,00",,"Taxa DI + 1,5000% a.a. | M são empresas pertencentes ao grupo econômico APEX GROUP Rua Alves Guimarães, 1212 – Pinheiros – CEP 05410-002 – São Paulo/SP Canal de Ouvidoria: Tel. 0800 466 0200 | E-mail: ouvidoria.bra@apexgroup.com Canal de Denúncias: canaldenuncias.bra@apexgroup.com Fale Conosco: faleconosco.bra@apexgroup.com II. Amortização e Remuneração das Cotas Seniores II: Os pagamentos da remuneração e da amortização das Cotas Seniores…","Taxa DI + 1,5000% a.a. | M são empresas pertencentes ao grupo econômico APEX GROUP Rua Alves Guimarães, 1212 – Pinheiros – CEP 05410-002 – São Paulo/SP Canal de Ouvidoria: Tel. 0800 466 0200 | E-mail: ouvidoria.bra@apexgroup.com Canal de Denúncias: canaldenuncias.bra@apexgroup.com Fale Conosco: faleconosco.bra@apexgroup.com II. Amortização e Remuneração das Cotas Seniores II: Os pagamentos da remuneração e da amortização das Cotas Seniores…","MENT e MAF DTVM são empresas pertencentes ao grupo econômico APEX GROUP Rua Alves Guimarães, 1212 – Pinheiros – CEP 05410-002 – São Paulo/SP Canal de Ouvidoria: Tel. 0800 466 0200 | E-mail: ouvidoria.bra@apexgroup.com Canal de Denúncias: canaldenuncias.bra@apexgroup.com Fale Conosco: faleconosco.bra@apexgroup.com II. Amortização e Remuneração das Cotas Seniores II: Os pagamentos da remuneração e da amortização das C…",evento de cota,715820_assembleia_assembleia_715820_2024-08-08.pdf · ID 715820 · 08/08/2024 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,Cotas Seniores emissão do Fundo,Sênior,14/08/2024,Não identificada na extração offline,,,"R$ 20.000.000,00",,,,,emissão,720398_emissao_emissao_720398_2024-08-14.pdf · ID 720398 · 14/08/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,Cotas Seniores ou de,Sênior,28/11/2024,Não identificada na extração offline,,,,,"ções dos fundos de investimento, bem como sobre a prestação de serviços para os fundos; 74. Subclasse de Cotas Seniores: a subclasse de Cotas Seniores da Classe; 75. Subclasse de Cotas Subordinadas: a subclasse de Cotas Subordinadas da Classe; 76. Taxa de Administração : Significa a taxa mensal devida a título de remuneração pelos serviços de: (i) administração fiduciária, gestão e controladoria prestados ao Fundo;…","ções dos fundos de investimento, bem como sobre a prestação de serviços para os fundos; 74. Subclasse de Cotas Seniores: a subclasse de Cotas Seniores da Classe; 75. Subclasse de Cotas Subordinadas: a subclasse de Cotas Subordinadas da Classe; 76. Taxa de Administração : Significa a taxa mensal devida a título de remuneração pelos serviços de: (i) administração fiduciária, gestão e controladoria prestados ao Fundo;…","TIN RATING SERVIÇOS FINANCEIROS LTDA. , contratada pela Administradora para elaborar a classificação de risco das Cotas; 4. Alocação Mínima : Percentual mínimo de 67% (sessenta e sete por cento) do Patrimônio Líquido a ser mantido em Direitos Creditórios, tendo em vista o disposto na Resolução CMN n° 5.111/23; 5. Amortização Extraordinária das Cotas Seniores: Significa a amortização extraordinária das Cotas Seniores…",evento de cota,790548_regulamento_regulamento_790548_2024-11-28.pdf · ID 790548 · 28/11/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,Cotas Seniores,Sênior,11/06/2025 10:00,Não identificada na extração offline,,,"R$ 110.000.000,00",,"Taxa DI + 3,4800% a.a. | mpareceram, ainda, o representante legal da Administradora. MESA: Presidente: Edson Lucena; Secretário: Guilherme Fucitalo. ORDEM DO DIA: Deliberar sobre: (i) A aprovação da alteração das condições previstas nos respectivos suplementos das Cotas Seniores, contemplando o prazo final, a amortização, o pagamento de remuneração e a rentabilidade: (a) da 1ª (primeira) emissão de cotas seniores da 1ª (primeira) série do F…","Taxa DI + 3,4800% a.a. | mpareceram, ainda, o representante legal da Administradora. MESA: Presidente: Edson Lucena; Secretário: Guilherme Fucitalo. ORDEM DO DIA: Deliberar sobre: (i) A aprovação da alteração das condições previstas nos respectivos suplementos das Cotas Seniores, contemplando o prazo final, a amortização, o pagamento de remuneração e a rentabilidade: (a) da 1ª (primeira) emissão de cotas seniores da 1ª (primeira) série do F…","circulação (“ Cotistas”). Compareceram, ainda, o representante legal da Administradora. MESA: Presidente: Edson Lucena; Secretário: Guilherme Fucitalo. ORDEM DO DIA: Deliberar sobre: (i) A aprovação da alteração das condições previstas nos respectivos suplementos das Cotas Seniores, contemplando o prazo final, a amortização, o pagamento de remuneração e a rentabilidade: (a) da 1ª (primeira) emissão de cotas seniores…",evento de cota,935244_assembleia_assembleia_935244_2025-06-11.pdf · ID 935244 · 11/06/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,Cotas Subordinadas,Subordinada,11/09/2025 10:00,Não identificada na extração offline,,,"R$ 30.000.000,00",,"rme chamadas de capital da Administradora ao Cotista. (v) Procedimento de Distribuição. As Cotas Júnior da emissão da Classe de Cotas serão objeto de colocação nos termos do artigo 8º, inciso II da Resolução CVM nº 160. (vi) Amortização: As Cotas Subordinadas serão amortizadas conforme Regulamento do Fundo; (vii) Remuneração: Na forma prevista no Regulamento; (viii) Vencimento Final: No final do Prazo de Duração do…","rme chamadas de capital da Administradora ao Cotista. (v) Procedimento de Distribuição. As Cotas Júnior da emissão da Classe de Cotas serão objeto de colocação nos termos do artigo 8º, inciso II da Resolução CVM nº 160. (vi) Amortização: As Cotas Subordinadas serão amortizadas conforme Regulamento do Fundo; (vii) Remuneração: Na forma prevista no Regulamento; (viii) Vencimento Final: No final do Prazo de Duração do…","Total. Até R$ 30.000.000,00 (trinta milhões de reais). (iv) Forma de Integralização. Conforme chamadas de capital da Administradora ao Cotista. (v) Procedimento de Distribuição. As Cotas Júnior da emissão da Classe de Cotas serão objeto de colocação nos termos do artigo 8º, inciso II da Resolução CVM nº 160. (vi) Amortização: As Cotas Subordinadas serão amortizadas conforme Regulamento do Fundo; (vii) Remuneração: N…",evento de cota,988500_assembleia_assembleia_988500_2025-09-11.pdf · ID 988500 · 11/09/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,,,04/02/2021,Não identificada na extração offline,,,"R$25.0000,00",,"envolvidos pela Administradora, ou por qualquer terceiro envolvido diretamente na administração do Fundo, de forma que a instituição substituta possa cumprir, sem so lução de continuidade, com os deveres e obrigações da Administradora, nos termos deste Regulamento. CAPÍTULO VI – TAXA DE ADMINISTRAÇÃO 6.1. Como remuneração pelos serviços de administração, gestão, tesouraria, controladoria, auditoria, escrituração do…","envolvidos pela Administradora, ou por qualquer terceiro envolvido diretamente na administração do Fundo, de forma que a instituição substituta possa cumprir, sem so lução de continuidade, com os deveres e obrigações da Administradora, nos termos deste Regulamento. CAPÍTULO VI – TAXA DE ADMINISTRAÇÃO 6.1. Como remuneração pelos serviços de administração, gestão, tesouraria, controladoria, auditoria, escrituração do…","idar posições ou negociar os r eferidos ativos pelo preço e no tempo desejados, de acordo com a estratégia de gestão adotada para o Fundo, o qual permanecerá exposto, durante o respectivo período de falta de liquidez, aos riscos associados aos referidos ativos. Esses fatores podem prejudicar o pagamento de resgates e/ou amortização aos Cotistas do Fundo, nos valores solicitados e nos prazos contratados. Risco de mer…",evento de cota,159104_regulamento_regulamento_159104_2021-02-04.pdf · ID 159104 · 04/02/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,,,27/09/2021,Não identificada na extração offline,,,"R$25.0000,00",,"envolvidos pela Administradora, ou por qualquer terceiro envolvido diretamente na administração do Fundo, de forma que a instituição substituta possa cumprir, sem soluçã o de continuidade, com os deveres e obrigações da Administradora, nos termos deste Regulamento. CAPÍTULO VI – TAXA DE ADMINISTRAÇÃO 6.1. Como remuneração pelos serviços de administração, gestão, tesouraria, controladoria, auditoria, escrituração do…","envolvidos pela Administradora, ou por qualquer terceiro envolvido diretamente na administração do Fundo, de forma que a instituição substituta possa cumprir, sem soluçã o de continuidade, com os deveres e obrigações da Administradora, nos termos deste Regulamento. CAPÍTULO VI – TAXA DE ADMINISTRAÇÃO 6.1. Como remuneração pelos serviços de administração, gestão, tesouraria, controladoria, auditoria, escrituração do…","ssoas não poderão ser responsabilizadas, entre outros eventos, (a) por qualquer depreciação ou perda de valor dos ativos integrantes da carteira do Fundo; (b) pela inexistência de mercado secundário para os Direito s Creditórios e os Ativos Financeiros; ou (c) por eventuais prejuízos incorridos pelos Cotistas quando da amortização ou resgate de suas Cotas, nos termos deste Regulamento. 70 14.2. Os ativos que compõem…",evento de cota,218049_regulamento_regulamento_218049_2021-09-27.pdf · ID 218049 · 27/09/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,,,01/10/2024,Não identificada na extração offline,,,,,"es e Devedores. “Prestadores de Serviços Essenciais” A Administradora e a Gestora, quando referidas em conjunto e indistintamente. “Regulamento” O regulamento do Fundo e seu Anexo. “Reserva de Encargos” Reserva para pagamento dos encargos do Fundo e da Classe, nos termos do Anexo. “Taxa de Administração” Remuneração devida pelo Fundo nos termos no Anexo. “Taxa de Gestão” Remuneração devida pelo Fundo nos termos no A…","es e Devedores. “Prestadores de Serviços Essenciais” A Administradora e a Gestora, quando referidas em conjunto e indistintamente. “Regulamento” O regulamento do Fundo e seu Anexo. “Reserva de Encargos” Reserva para pagamento dos encargos do Fundo e da Classe, nos termos do Anexo. “Taxa de Administração” Remuneração devida pelo Fundo nos termos no Anexo. “Taxa de Gestão” Remuneração devida pelo Fundo nos termos no A…","rimeira) integralização de Cotas da Classe. Regulamento Parte Geral 3RD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA “Data de Aquisição” Cada data em que ocorrer a aquisição dos Direitos Creditórios pelo Fundo. “Data de Conversão” Data de apuração do valor das Cotas para fins do seu resgate, correspondente ao Dia Útil imediatamente anterior à respectiva Data de Resgate. “Data de Início…",evento de cota,750576_regulamento_regulamento_750576_2024-10-01.pdf · ID 750576 · 01/10/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,classe sênior com as características no anexo I,Sênior,03/06/2025 16:00,Não identificada na extração offline,,,"R$ 1.000,00",,"para a primeira integralização de Cotas. A partir de então o valor da Cota será calculado todo dia útil, nos termos do Regulamento. A data da aplicação e o valor da Cota serão o do dia da efetiva disponibilidade dos recursos colocados, pelos investidores, à disposição do Fundo; • Quantidade de cotas: indeterminado • Remuneração: 105% do CDI a.a • Público alvo: Investidores profissionais • Custo de Distribuição: Não…","para a primeira integralização de Cotas. A partir de então o valor da Cota será calculado todo dia útil, nos termos do Regulamento. A data da aplicação e o valor da Cota serão o do dia da efetiva disponibilidade dos recursos colocados, pelos investidores, à disposição do Fundo; • Quantidade de cotas: indeterminado • Remuneração: 105% do CDI a.a • Público alvo: Investidores profissionais • Custo de Distribuição: Não…",,evento de cota,917067_assembleia_assembleia_917067_2025-06-03.pdf · ID 917067 · 03/06/2025 16:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,,,13/05/2026,Não identificada na extração offline,,,,,"conjunto e indistintamente. “Regulamento” O regulamento do Fundo, seu Anexo e Suplementos. “Reserva de Encargos” Reserva para pagamento dos encargos do Fundo e da Classe, nos termos do Anexo. “Subclasses” Cotas Seniores, Cotas Subordinadas e Cotas Mezanino que integram a Classe. “Taxa de Administração” Remuneração devida pelo Fundo à Administradora nos termos no Anexo. “Taxa de Gestão” Remuneração devida pelo Fundo…","conjunto e indistintamente. “Regulamento” O regulamento do Fundo, seu Anexo e Suplementos. “Reserva de Encargos” Reserva para pagamento dos encargos do Fundo e da Classe, nos termos do Anexo. “Subclasses” Cotas Seniores, Cotas Subordinadas e Cotas Mezanino que integram a Classe. “Taxa de Administração” Remuneração devida pelo Fundo à Administradora nos termos no Anexo. “Taxa de Gestão” Remuneração devida pelo Fundo…","rente da exposição à variação do fluxo de caixa dos Direitos Creditórios Cedidos ou dos Ativos Financeiros de Liquidez integrantes da carteira da Classe. “Cotas” As Cotas de emissão da Classe, sem distinção. “Cotas Seniores” Cotas de emissão de Subclasse que não se subordina a qualquer outra Subclasse para fins de amortização e resgate. A referência e termos relacionados a esta subclasse de Cotas no texto deste Regu…",evento de cota,1188990_regulamento_regulamento_1188990_2026-05-13.pdf · ID 1188990 · 13/05/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,,,08/07/2021,Não identificada na extração offline,,,,,"nas operações realizadas em mercados de derivativos; e (m) Realizar operações com derivativos. Capítulo VIII – Substituição do Administrador Artigo 35 A Assembleia Geral de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneração da instituição que assumirá, como mesmo grau de confiabilidade e qualidade, todos os deveres…","nas operações realizadas em mercados de derivativos; e (m) Realizar operações com derivativos. Capítulo VIII – Substituição do Administrador Artigo 35 A Assembleia Geral de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneração da instituição que assumirá, como mesmo grau de confiabilidade e qualidade, todos os deveres…",o e Objetivo do Fundo Artigo 3 O Fundo é destinado a Investidores Qualificados. Parágrafo Único- O investimento nas Cotas Seniores e nas Cotas Subordinadas Mezanino do Fundo não é adequado a investidores que: (i) necessitem de liquidez em prazo inferior ao prazo estabelecido neste Regulamento para pagamento do valor de amortização/resgate; e (ii) não estejam dispostos a correr risco de crédito de empresas do setor p…,evento de cota,198312_regulamento_regulamento_198312_2021-07-08.pdf · ID 198312 · 08/07/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,1ª Série,,19/07/2021,Não identificada na extração offline,,,"R$ 80.000.000,00",,"ta mil) Cotas Seniores da 1ª Série, no valor de R$ 1.000,00 (mil reais) cada, na data da primeira subscrição das Cotas Seniores da 1ª Série (“Data de Subscrição Inicial”), para oferta de distribuição com esforços restritos, nos termos da Instrução CVM nº 476. Contando -se a partir da Data de Subscrição Inicial. 4. A Rentabilidade Alvo das Cotas Seniores da 1ª Série é equivalente à Taxa DI acrescida de 4,25% (quatro…","ta mil) Cotas Seniores da 1ª Série, no valor de R$ 1.000,00 (mil reais) cada, na data da primeira subscrição das Cotas Seniores da 1ª Série (“Data de Subscrição Inicial”), para oferta de distribuição com esforços restritos, nos termos da Instrução CVM nº 476. Contando -se a partir da Data de Subscrição Inicial. 4. A Rentabilidade Alvo das Cotas Seniores da 1ª Série é equivalente à Taxa DI acrescida de 4,25% (quatro…","agosto de 1990, com sede na cidade de São Paulo, Estado de São Paulo, na Avenida Brigadeiro Faria Lima, nº 1.350, 5º e 15º andar, inscrita no CNPJ/MF sob o nº 62.285.390/0001-40 (“Administradora”). 2. As Cotas Seniores da 1ª Série terão prazo de duração de 36 (trinta e seis) meses e prazo de carência do pagamento de amortização de principal e juros de 18 (dezoito) meses contados da data da 1ª (primeira) integralizaç…",emissão,198310_emissao_emissao_198310_2021-07-19.pdf · ID 198310 · 19/07/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,,,07/12/2021,Não identificada na extração offline,,,,,"o margem de garantia nasoperaçõesrealizadas em mercados de derivativos;e(m)Realizar operações comderivativos.Capítulo VIII Substituição do AdministradorArtigo 35 A Assembleia Geral de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneraçãodainstituiçãoqueassumirá,como mesmo grau de confiabilidade e qualidade, todos os de…","o margem de garantia nasoperaçõesrealizadas em mercados de derivativos;e(m)Realizar operações comderivativos.Capítulo VIII Substituição do AdministradorArtigo 35 A Assembleia Geral de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneraçãodainstituiçãoqueassumirá,como mesmo grau de confiabilidade e qualidade, todos os de…",tulo II Público-AlvoeObjetivo do FundoArtigo3 O Fundoédestinado a InvestidoresQualificados.ParágrafoÚnico-O investimento nasCotasSeniores e nasCotasSubordinadasMezanino do Fundo não é adequado a investidores que: (i) necessitem de liquidez em prazo inferior ao prazo estabelecido neste Regulamento para pagamento do valor de amortização/resgate; e (ii) não estejam dispostos acorrer risco decréditode empresas do setor…,evento de cota,247379_regulamento_regulamento_247379_2021-12-07.pdf · ID 247379 · 07/12/2021,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,,,04/10/2022,Não identificada na extração offline,,,,,"de garantia nas operações realizadas em mercados de derivativos; e (m) Realizar operações com derivativos. Capítulo VIII Substituição do Administrador Artigo 35 A Assembleia Geral de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneração da instituição que assumirá, como mesmo grau de confiabilidade e qualidade, todos o…","de garantia nas operações realizadas em mercados de derivativos; e (m) Realizar operações com derivativos. Capítulo VIII Substituição do Administrador Artigo 35 A Assembleia Geral de Cotistas poderá a qualquer tempo: (i) deliberar pela substituição do Administrador; e (ii) indicar o nome, a qualificação, a experiência e a remuneração da instituição que assumirá, como mesmo grau de confiabilidade e qualidade, todos o…",-Alvo e Objetivo do Fundo Artigo 3 O Fundo é destinado a Investidores Qualificados. Parágrafo Único- O investimento nas Cotas Seniores e nas Cotas Subordinadas Mezanino do Fundo não é adequado a investidores que: (i) necessitem de liquidez em prazo inferior ao prazo estabelecido neste Regulamento para pagamento do valor de amortização/resgate; e (ii) não estejam dispostos a correr risco de crédito de empresas do set…,evento de cota,364151_regulamento_regulamento_364151_2022-10-04.pdf · ID 364151 · 04/10/2022,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
