benchmark_confiavel,campos_nao_preenchidos,capacidade_ate_gatilho,categoria_risco_atual,categoria_risco_proposta,cedente,cedente_originador_literal,cnpj,cnpj_formatado,cnpj_numerico,comparabilidade_motivo,comparavel_flag,coorte,data_ref,documento_data,documento_id,excecao_asterisco_flag,excesso_vs_mercado,foco_exibicao,folga_pp,fonte_avaliacao_reclassificacao,fonte_documental,fonte_partes_recebivel,fundamento_avaliacao_reclassificacao,grupo_comparacao,middle_market_evidencia,middle_market_porte_documentado_flag,middle_market_status,minimo_estrutural_display,minimo_estrutural_formula,minimo_estrutural_natureza,minimo_estrutural_usado,minimo_junior_ajustado,minimo_junior_calculado,minimo_junior_literal,mvp_elegivel_flag,mvp_faixa_sub_atual,mvp_situacao_piso,mvp_slide_categoria,mvp_slide_categoria_fonte,mvp_slide_categoria_motivo,mvp_slide_categoria_original,mvp_slide_categoria_override_flag,n_comparaveis_categoria,nome_oficial_cvm,nome_referencia,observacao_complemento_manual,ordem,originador,pagina_clausula,papel_literal,pl_atual_brl,pl_classes_reportadas_brl,pl_subordinado_atual_brl,posicao_mercado,preco_cota_brl,preco_cota_classe_serie,preco_cota_display,preco_cota_documento_data,preco_cota_documento_id,preco_cota_excecao_asterisco_flag,preco_cota_fonte,preco_cota_natureza,preco_cota_status,reclassificacao_proposta_flag,sacado_devedor,situacao_regulatoria,status_avaliacao_reclassificacao,status_complemento_manual,status_curadoria_documental,status_identidade,status_preenchimento,status_sub_pl_atual,sub_pl_atual,subtipo_risco_diagnosticado,suporte_combinado_junior_mezanino,suporte_total,taxonomia_estrutural,texto_minimo,tipo_exibicao,tipo_recebivel_literal,nome_cvm,pl_publicado_brl,linhas_tabela_iv,contas_senior_reportadas,linhas_tabela_x_1_1,competencia_cvm,situacao_contas_senior,indicio_posicao_exclusiva,identidade_titular_cvm,ordem_pl
False,Sub/PL atual; originador; sacado/devedor,,Agro / Revenda,Agro / Revenda,Azul,Azul,55374251000128,55.374.251/0001-28,55374251000128,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2024-06-25,686750,False,,Crédito Corporativo,,IMG_8705,FundosNet/B3; documento 686750; referência 2024-06-25; p. 61,cedente: IMG_8705.JPG | tipo_recebivel: IMG_8705.JPG,Instrumento e risco constam somente na planilha,Agro / Revenda,IMG_8705,False,Não,N/D,direto no regulamento,junior_pl,0.05,,,0.05,False,N/D,N/D,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BLUE,OBS da foto: Book Special Sits; risco de repagamento Azul com 40% de subordinação.,55,N/D,61,cedente,43984629.1,0.0,0.0,sem benchmark confiável,1000.0,Cotas Seniores | Cotas Subordinadas Júnior | Cotas Subordinadas Mezanino,"Cotas Seniores: R$1.000,00 | Cotas Subordinadas Júnior: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$ 1.000,00",25/06/2024,686750,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=686750,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,PENDENTE_FONTE_PRIMARIA,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,classes de cotas ausentes em 2026-06,,Debênture / risco Azul,,,Agro / Revenda,"Índice de Subordinação Mezanino II: cotas júnior / PL, mínimo de 5,0%.","Agro, Indústria e Comércio",Debênture,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA,43855798.02,1.0,0.0,1.0,2026-07,0 contas seniores reportadas,False,nao publicada,74.0
False,sacado/devedor; tipo de recebível,1.0000000000164906,Agro / Revenda,Agro / Revenda,"(i) a Yara, cujas cessões não contarão com coobrigação",Yara,43616659000180,43.616.659/0001-80,43616659000180,Suporte total ou combinado; não representa mínimo júnior isolado.,True,Carteira 101,2026-06,2024-11-28,791844,True,,Agronegócio,0.7500000000123679,regulamento,FundosNet/B3; documento 791844; referência 2024-11-28; p. 7,originador: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851085 | cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=400836,Yara é originadora/cedente de fertilizantes,Agro / Revenda,regulamento,False,Não,"25,0%*","calculado: 1 − 1/1,3333",suporte_total_pl,0.25,,,,True,≥ 60%,acima do piso,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,TALÓ 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,TALO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,OBS da foto: subordinação mínima próxima ao limiar (atual Baa3). Denominação cortada.,25,Yara Fertilizantes/Yara,7,cedente,7003747.49,7003747.490086623,7003747.490086623,sem benchmark confiável,1000.0,Cotas Subordinadas,"Cotas Subordinadas: R$ 1.000,00",28/11/2024,791844,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=791844,preço/valor unitário de emissão,localizado documentalmente,False,N/D,acima do mínimo,MANTER_ALTA,manual_aplicado,revisto — suporte estrutural total localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,1.0000000000123679,Recebíveis de insumos Yara,,0.25,Agro / Revenda,N/D,"Agro, Indústria e Comércio",N/D,TALÓ 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,6132081.11,1.0,0.0,1.0,2026-07,0 contas seniores reportadas,False,nao publicada,76.0
False,preço unitário da cota; originador; sacado/devedor; tipo de recebível,1.001263379394103,Agro / Revenda,Agro / Revenda,Multicedentes,Multicedentes,47151680000108,47.151.680/0001-08,47151680000108,Suporte total ou combinado; não representa mínimo júnior isolado.,True,Carteira 101,2026-06,2025-07-22,993922,True,,Recebíveis Comerciais,0.8010107035152825,"IMG_8704 + regulamento 993922, timeout online",FundosNet/B3; documento 993922; referência 2025-07-22; p. 6,cedente: IMG_8704.JPG,Tipo e devedor não localizados,Agro / Revenda,"IMG_8704 + regulamento 993922, timeout online",,Pendente,"20,0%*","calculado: 1 − 1/1,25",suporte_total_pl,0.2,,,,True,≥ 60%,acima do piso,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS,OBS da foto: Multicedente análise FARM; fomos 100% resgatados em out/25. Denominação cortada.,23,N/D,6,cedente,9399387.71,9408887.7042,9408887.7042,sem benchmark confiável,,N/D,N/D,N/D,N/D,False,N/D,N/D,não localizado,False,N/D,acima do mínimo,PENDENTE_DOCUMENTAL,manual_aplicado,revisto — suporte estrutural total localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,1.0010107035152824,"Multicedente agro, lastro específico pendente",,0.2,Agro / Revenda,N/D,"Agro, Indústria e Comércio",N/D,FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,4797734.78,1.0,0.0,1.0,2026-07,0 contas seniores reportadas,False,nao publicada,77.0
False,mínimo estrutural comparável; originador; sacado/devedor; tipo de recebível,,Agro / Revenda,Agro / Revenda,"as sociedades, identificadas nos respectivos Contratos de Cessão, que cedem, em caráter irrevogável e irretratável, os Direitos Creditórios Adquiridos listados nos respectivos Contratos de Cessão e Termos de Cessão, conforme aplicável, observados os requisitos da Política de Concessão de Créditos",Multicedentes,48313595000161,48.313.595/0001-61,48313595000161,Regulamento revisado sem índice percentual isolável.,False,Carteira 101,2026-06,2025-08-22,976737,True,,Agronegócio,,regulamento da curadoria,FundosNet/B3; documento 976737; referência 2025-08-22; p. 42,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=976737,"Cedentes genéricos, sem devedor ou recebível identificado",Agro / Revenda,regulamento da curadoria,,Pendente,N/D,N/D,sem_indice,,,,,False,≥ 60%,N/D,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CRE,OBS da foto: Cota Jr 100% consumida; revisão de rating em out/25; fomos 100% resgatados na SR. Denominação cortada.,16,N/D,42,cedente,609029.22,609029.2199209237,609029.2199209237,sem benchmark confiável,1000.0,Cotas Seniores | Cotas Subordinadas Mezanino,"Cotas Seniores: R$1.000,00 | Cotas Subordinadas Mezanino: R$1.000,00",22/08/2025,976737,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=976737,valor nominal unitário (VNU),localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,PENDENTE_DOCUMENTAL,manual_aplicado,revisto — regulamento sem índice percentual isolável,localizado,minimo_estrutural_ausente,Calculado com classes reportadas e PL oficial reconciliado,0.9999999998701601,"Multicedente agro, lastro específico pendente",,,Agro / Revenda,N/D,"Agro, Indústria e Comércio",N/D,IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,1.0,0.0,1.0,2026-07,0 contas seniores reportadas,False,nao publicada,78.0
False,PL atual; Sub/PL atual; originador,,Agro / Revenda,Agro / Revenda,"a Agriconnection e, as Empresas do Grupo Econômico da Agriconnection, os Cedentes Parceiros A e os Cedentes Parceiros B quando mencionados em conjunto",Agriconnection,50089559000108,50.089.559/0001-08,50089559000108,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2025-09-26,999633,False,,Agronegócio,,regulamento + IMG_8704,FundosNet/B3; documento 999633; referência 2025-09-26; p. 52,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=882388 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999633 | tipo_recebivel: IMG_8704.JPG,Agriconnection e parceiros cedem créditos da cadeia agro,Agro / Revenda,regulamento + IMG_8704,False,Não,N/D,direto no regulamento,junior_pl,0.15,,,0.15,False,N/D,N/D,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,AGRICONNECTION FIAGRO,AGRICONNECTION FIAGRO DIREITOS CREDITORIOS,N/D,21,N/D,52,cedente,,,,sem benchmark confiável,1000.0,Cotas Subordinadas Júnior,"Cotas Subordinadas Júnior: R$1.000,00",27/11/2024 11:00,789349,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=789349,valor nominal unitário (VNU),localizado documentalmente,False,"os devedores dos Direitos Creditórios, os quais são clientes de uma das Cedentes",não medido,MANTER_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,PL oficial ausente em 2026-06,,"Insumos agrícolas, prazo safra",,,Agro / Revenda,"Índice de Subordinação Júnior: cotas júnior / PL, mínimo de 15,0%.","Agro, Indústria e Comércio",Insumos Agrícolas - prazo Safra,,,,,,,N/D,False,nao publicada,83.0
False,PL atual; Sub/PL atual; originador; sacado/devedor,,Agro / Revenda,Agro / Revenda,Boasafra,Boasafra (ID 5662361),50832746000130,50.832.746/0001-30,50832746000130,Mínimo júnior isolado; a subordinação atual disponível agrega mais de uma classe subordinada ou usa denominador distinto.,False,Carteira 101,2026-06,2024-11-28,791780,False,,N/D,,IMG_8704,FundosNet/B3; documento 791780; referência 2024-11-28; p. 44,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=932142 | tipo_recebivel: IMG_8704.JPG,Cedente Boasafra e lastro agro,Agro / Revenda,IMG_8704,False,Não,"30,0%*",direto no regulamento,junior_pl,0.3,,,0.2,False,N/D,N/D,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,BOASAFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO RESPONSABILIDADE LIMITADA,BOASAFRA FIDC DO AGRONEGOCIO,N/D,12,N/D,44,cedente,,,,sem benchmark confiável,1000.0,Cotas Seniores,"Cotas Seniores: R$1.000,00",18/03/2024,622509,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=622509,valor nominal unitário (VNU),localizado documentalmente,False,N/D,não medido,MANTER_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,PL oficial ausente em 2026-06,,"Insumos agrícolas, prazo safra",,0.3,Agro / Revenda,"Cotas júnior / PL, mínimo de 20,0%; suporte subordinado total mínimo de 30,0%.","Agro, Indústria e Comércio",Insumos Agrícolas - prazo Safra,,,,,,,N/D,False,nao publicada,81.0
False,PL atual; Sub/PL atual; sacado/devedor; tipo de recebível,,Agro / Revenda,Agro / Revenda,Braskem,Braskem,50098465000103,50.098.465/0001-03,50098465000103,Suporte total ou combinado; não representa mínimo júnior isolado.,True,Carteira 101,2026-06,2024-07-01,690567,True,,N/D,,rating 903310 + regulamento 690567,FundosNet/B3; documento 690567; referência 2024-07-01; p. 15,originador: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=903310 | cedente: IMG_8704.JPG,"Braskem identificada, sem instrumento ou devedor isolado",Agro / Revenda,rating 903310 + regulamento 690567,,Pendente,"9,2%*",direto no regulamento,suporte_combinado_pl,0.092,,,,False,N/D,N/D,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,CHEMICAL XIII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA,CHEMICAL XIII FUNDO DE INVESTIMENTO EM DIREITOS,OBS da foto: baixo nível de inadimplência (0% Over90 nos últimos meses). Denominação cortada.,9,Braskem S .A.,15,cedente,,,,sem benchmark confiável,1000.0,N/D,"R$1.000,00",01/07/2024,690567,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=690567,preço/valor unitário de emissão,localizado documentalmente,False,N/D,não medido,PENDENTE_TIPO_LASTRO,manual_aplicado,revisto — suporte estrutural total localizado,localizado,sub_pl_atual_ausente,PL oficial ausente em 2026-06,,"Exposição Braskem, lastro específico pendente",0.092,,Agro / Revenda,N/D,"Agro, Indústria e Comércio",N/D,,,,,,,N/D,False,nao publicada,79.0
False,nome oficial CVM; PL atual; Sub/PL atual; mínimo estrutural comparável; grupo de comparação; preço unitário da cota; originador; cedente; sacado/devedor; tipo de recebível,,N/D,N/D,N/D,N/D,45123558000100,45.123.558/0001-00,45123558000100,Veículo fora do endpoint documental FIDC consultado.,False,Carteira 101,2026-06,N/D,N/D,True,,N/D,,N/D,N/D,N/D,N/D,N/D,N/D,,N/D,N/D,N/D,fora_perimetro,,,,,False,N/D,N/D,N/D,N/D,N/D,N/D,False,,N/D,CLASSE I DO CANAA FUNDO DE INVESTIMENTO NAS CADEIAS USINA COCAL,N/D,28,N/D,N/D,N/D,,,,sem benchmark confiável,,N/D,N/D,N/D,N/D,False,N/D,N/D,não localizado,False,N/D,não medido,fora da revisão Financeiro/Agro,sem_overlay,fora do perímetro FIDC — regulamento não localizado,fora_base_fidc,fora_perimetro,PL oficial ausente em 2026-06,,N/D,,,N/D,N/D,N/D,N/D,,,,,,,N/D,False,nao publicada,87.0
True,PL atual; Sub/PL atual; originador,,Adquirência,Adquirência,"a CloudWalk que, de tempos em tempos, nos termos do Contrato de Cessão, cede seus respectivos Direitos Creditórios Elegíveis ao Fundo",Cloudwalk,44124617000194,44.124.617/0001-94,44124617000194,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2025-02-28,851798,False,,Adquirência,,N/D,FundosNet/B3; documento 851798; referência 2025-02-28; p. 101–102,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798,N/D,Adquirência,N/D,,N/D,"5,0%",direto no regulamento,junior_pl,0.05,,,0.05,False,N/D,N/D,Adquirência,N/D,N/D,Adquirência,False,15.0,CLOUDWALK AKIRA II FIDC SEGMENTO MEIOS DE PAGAMENTO,CLOUDWALK AKIRA II FUNDO DE INVESTIMENTO EM DIREITO,OBS da foto: Alongamento discutido recentemente (mas com run-off). Denominação cortada.,33,N/D,101–102,cedente,,,,sem benchmark confiável,1000.0,Cotas Seniores,Cotas Seniores: R$1.000,2025-02-28,851798,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798,valor nominal unitário (VNU),localizado documentalmente,False,cada Devedor de Direitos Creditórios Cedidos que represente 5% ( cinco por cento) ou mais do Patrimônio Líquido do Fundo,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,PL oficial ausente em 2026-06,,N/D,,0.05,Adquirência,"Cotas subordinadas / PL, mínimo de 5,0%; estrutura com uma única classe residual.",Financeiro,"os direitos creditórios de tempos em tempos detidos pela Cedente em face dos Devedores, conforme as regras dos Arranjos de Pagamentos, decorrentes de Transações de Pagamento realizadas por Usuários-Finais com a utilização de Instrumentos de Pagamento, operacionalizadas pelo Sistema CloudWalk , para a aquisição de bens ou serviços no s Estabelecimentos Credenciados, equivalentes ao valor remanescente das Transações de Pagamento após o desconto das Taxas Aplicáveis",,,,,,,N/D,False,nao publicada,88.0
True,PL atual; Sub/PL atual; originador,,Adquirência,Adquirência,"a CloudWalk que, de tempos em tempos, nos termos do Contrato de Cessão, cede seus respectivos Direitos Creditórios Elegíveis ao Fundo",Cloudwalk IP,42085816000105,42.085.816/0001-05,42085816000105,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2024-09-05,733165,False,,Adquirência,,N/D,FundosNet/B3; documento 733165; referência 2024-09-05; p. 98,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=513540 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=513540 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=513540,N/D,Adquirência,N/D,,N/D,"4,8%",direto no regulamento,junior_pl,0.048,,,0.048,False,N/D,N/D,Adquirência,N/D,N/D,Adquirência,False,15.0,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIRE,OBS da foto: Risco Banco Emissor Itaú. Denominação cortada.,34,N/D,98,cedente,,,,sem benchmark confiável,1000.0,Cotas Subordinadas,"Cotas Subordinadas: R$ 1.000,00",2021-09-01,211003,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=211003,valor nominal unitário (VNU),localizado documentalmente,False,os Emissores Qualificados,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,PL oficial ausente em 2026-06,,N/D,,0.048,Adquirência,"Cotas subordinadas / PL, mínimo de 4,8%; estrutura com uma única classe residual.",Financeiro,"os direitos creditórios de tempos em tempos detidos pela Cedente em face dos Devedores, conforme as regras dos Arranjos de Pagamentos, decorrentes de Transações de Pagamento realizadas por Usuários -Finais com a utilização de Instrumentos de Pagamento, operacionalizadas pelo Sistema CloudWalk, para a aquisição de bens ou serviços nos Estabelecimentos Credenciados, equivalentes ao valor remanescente das Transações de Pagamento após o desconto das Taxas Aplicáveis",,,,,,,N/D,False,nao publicada,89.0
True,PL atual; Sub/PL atual; originador,,Adquirência,Adquirência,"a CloudWalk que, de tempos em tempos, nos termos do Contrato de Cessão, cede seus respectivos Direitos Creditórios Elegíveis ao Fundo",Cloudwalk,42102603000144,42.102.603/0001-44,42102603000144,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2024-09-05,733239,False,,Adquirência,,N/D,FundosNet/B3; documento 733239; referência 2024-09-05; p. 99,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239,N/D,Adquirência,N/D,,N/D,"6,8%",direto no regulamento,junior_pl,0.068,,,0.068,False,N/D,N/D,Adquirência,N/D,N/D,Adquirência,False,15.0,CLOUDWALK KICK ASS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,CLOUDWALK KICK ASS II FUNDO DE INVESTIMENTO EM DIR,OBS da foto: Alongamento discutido recentemente (mas com run-off). Denominação cortada.,37,N/D,99,cedente,,,,sem benchmark confiável,1000.0,Cotas Seniores | Cotas Subordinadas,"Cotas Seniores: R$1.000,00 | Cotas Subordinadas: R$1.000,00",2024-09-05,733239,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239,valor nominal unitário (VNU),localizado documentalmente — múltiplos valores/classes,False,"cada Devedor de Direitos Creditórios Cedidos que represente 6,8% (seis inteiros e oito décimos por cento) ou mais do Patrimônio Líquido do Fundo",não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,PL oficial ausente em 2026-06,,N/D,,0.068,Adquirência,"Cotas subordinadas / PL, mínimo de 6,8%; estrutura com uma única classe residual.",Financeiro,"os direitos creditórios de tempos em tempos detidos pela Cedente em face dos Devedores , conforme as regras dos Arranjos de Pagamentos, decorrentes de Docusign Envelope ID: C7A68EEF-E1CC-4C50-9460-07F207F1899B",,,,,,,N/D,False,nao publicada,91.0
False,PL atual; Sub/PL atual; originador; sacado/devedor,,Agro / Revenda,Adquirência,Estratégia Concursos,Estratégia Concursos,38385876000176,38.385.876/0001-76,38385876000176,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2024-08-14,719764,False,,Recebíveis Comerciais,,regulamento 719764,FundosNet/B3; documento 719764; referência 2024-08-14; p. 11,cedente: IMG_8705.JPG | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=719764,Direitos constam da agenda de recebíveis do arranjo,Agro / Revenda,regulamento 719764,False,Não,N/D,direto no regulamento,junior_pl,0.1,,,0.1,False,N/D,N/D,Adquirência,regulamento 719764,Direitos constam da agenda de recebíveis do arranjo,Agro / Revenda,True,0.0,ESTRATÉGIA EDUCACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,ESTRATEGIA EDUCACIONAL FIDC,N/D,35,N/D,11,cedente,,,,sem benchmark confiável,1000.0,N/D,"R$1.000,00",14/08/2024,719764,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=719764,preço/valor unitário de emissão,localizado documentalmente,True,N/D,não medido,APLICAR_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,PL oficial ausente em 2026-06,,Agenda de recebíveis de transações de pagamento,,,Agro / Revenda,"Relação Mínima Subordinada: cotas júnior / PL, mínimo de 10,0%.","Agro, Indústria e Comércio","os direitos creditórios constantes da Agenda de Recebíveis que, d e tempos em tempos, o Cedente detém em face das Devedoras em decorrência das Transações de Pagamento, no âmbito dos Arranjos de Pagamento em que as Devedoras e o Cedente sejam participantes, os quais serão identificados pelo seguinte conjunto de informaçõe s, conforme registrados nos Sistemas de Registro: (i) CNPJ do Cedente; (ii) Devedora; (iii) Bandeira; (iv) data de liquidação (vencimento)",,,,,,,N/D,False,nao publicada,90.0
True,PL atual; Sub/PL atual; originador; sacado/devedor,,Financeiro,Financeiro,"o IBM BRASIL - INDÚSTRIA, MÁQUINAS, E SERVIÇOS LTDA. , sociedade limitada, com sede na Cidade do Rio de Janeiro , Estado d o Rio de Janeiro , na Avenida República do Chile, nº 330, 11º e 12º andares , CEP 20.031-170, inscrita no CNPJ/MF sob o nº 33.372.251/0001-56",Banco IBM,55070804000159,55.070.804/0001-59,55070804000159,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2024-05-22,667195,False,,Multicarteira Financeiro,,regulamento 667195,FundosNet/B3; documento 667195; referência 2024-05-22; p. 57,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=667195 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=667195,Obrigação imediata é CDB do Banco IBM,Financeiro,regulamento 667195,False,Não,"10,0%",direto no regulamento,junior_pl,0.1,,,0.1,False,N/D,N/D,Financeiro,N/D,N/D,Financeiro,False,12.0,ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,ESTRATEGIA VINCULADA II FUNDO DE INVESTIMENTO EM D,Denominação cortada pela largura da coluna na foto.,67,N/D,57,cedente,,,,sem benchmark confiável,1.0,Cotas Seniores | Cotas Subordinadas Júnior,"Cotas Seniores: R$ 1,00 | Cotas Subordinadas Júnior: R$ 1,00",2024-05-22,667195,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=667195,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,MANTER_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,PL oficial ausente em 2026-06,,CDB Banco IBM vinculado a contratos de leasing,,0.1,Financeiro,"Cotas subordinadas júnior / PL, mínimo de 10,0%; estrutura com cotas seniores e juniores.",Financeiro,"os direitos creditórios consubstanciados nos Certificados de Depósito Bancário Vinculados , bem como todos e quaisquer outros encargos devidos por força dos Certificados de Depósito Bancário Vinculados, incluindo a totalidade dos respectivos acessórios, tais como encargos moratórios, multas, penalidades, indenizações, despesas, custas, honorários e demais encargos contratuais e legais previstos e relacionados n os Certificados de Depós ito Bancário Vinculados , observado que o pagamento dos Certificados de Depósito Bancário Vinculados fica sujeito ao recebimento, pelo Banco IBM, dos valores devidos ao Banco IBM sob os Contratos de Leasing",,,,,,,N/D,False,nao publicada,98.0
