grupo,fundo,nome_curto,cnpj,data_documento,documento_id,source_file,categoria_documento,tipo_documento,criterio,chave,evento,comparacao,limite,threshold_value,threshold_unit,monitorabilidade_ime,metrica_ime,fonte_pagina,trecho,mudanca_vs_evidencia_anterior
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,14/11/2024,785567,data/raw/37511828000114/785567_regulamento_regulamento_785567_2024-11-14.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,75%,0.75,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",785567_regulamento_regulamento_785567_2024-11-14.pdf · ID 785567,"clusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização “Razão de Subordinação” (Subordination Ratio) Significa a razão entre (i) o Valor Nominal Unitário Atualizado da Cota Sênior e (ii) o Patrimônio Líquido do Fundo, ambos calculados em uma mesma data, sendo a Razão de Subordinação apurada e divulgada trimestralmente aos Cotistas, observado que a razão inicial de subo…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,13/06/2025,939685,data/raw/37511828000114/939685_regulamento_regulamento_939685_2025-06-13.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,10%,0.1,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,o Reais para Dólares Norte Americanos (utilizando-se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização “Razão de Su…,alterou de >= 75% para >= 10%
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,13/06/2025,939685,data/raw/37511828000114/939685_regulamento_regulamento_939685_2025-06-13.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"9,5%",0.095,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,"rá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Consumidor e 9,5% (nove inteiros e cinco décimos por cento); (c) caso o Índice Histórico de Inadimplência Comerciante esteja acima de 7% (sete por cento) até julho de 2025, haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Comerciante e 7% (sete inteiros por cento). A Razão de Sub…","alterou de >= 10% para >= 9,5%"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,13/06/2025,939685,data/raw/37511828000114/939685_regulamento_regulamento_939685_2025-06-13.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,7%,0.07,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",939685_regulamento_regulamento_939685_2025-06-13.pdf · ID 939685,"eja acima de 7% (sete por cento) até julho de 2025, haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Comerciante e 7% (sete inteiros por cento). A Razão de Subordinação Júnior será calculada diariamente pelo Gestor e disponibilizada mensalmente, em cada Data de Cálculo, por meio do Relatório de Acompanhamento, sendo certo que, em caso de desenquadramento da Razão de Sub…","alterou de >= 9,5% para >= 7%"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,20/10/2025,1019776,data/raw/37511828000114/1019776_regulamento_regulamento_1019776_2025-10-20.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,10%,0.1,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,de câmbio Reais para Dólares Norte Americanos (utilizando-se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização “Raz…,alterou de >= 7% para >= 10%
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,20/10/2025,1019776,data/raw/37511828000114/1019776_regulamento_regulamento_1019776_2025-10-20.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"9,5%",0.095,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,"to), haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Consumidor e 9,5% (nove inteiros e cinco décimos por cento); (c) caso o Índice Histórico de Inadimplência Comerciante esteja acima de 7% (sete por cento) até julho de 2025, haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Comerciante e 7% (sete inteiros por cento). A Raz…","alterou de >= 10% para >= 9,5%"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,20/10/2025,1019776,data/raw/37511828000114/1019776_regulamento_regulamento_1019776_2025-10-20.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,7%,0.07,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1019776_regulamento_regulamento_1019776_2025-10-20.pdf · ID 1019776,"iante esteja acima de 7% (sete por cento) até julho de 2025, haverá aumento no percentual acima equivalente à diferença do Índice Histórico de Inadimplência Comerciante e 7% (sete inteiros por cento). A Razão de Subordinação Júnior será calculada diariamente pelo Gestor e disponibilizada mensalmente, em cada Data de Cálculo, por meio do Relatório de Acompanhamento, sendo certo que, em caso de desenquadramento da Raz…","alterou de >= 9,5% para >= 7%"
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,26/04/2023,451466,data/raw/41970012000126/451466_regulamento_regulamento_451466_2023-04-26.pdf,regulamento,Regulamento,Limite de concentração,concentration_limits,elegibilidade,>=,5%,0.05,ratio,nao_monitoravel,,451466_regulamento_regulamento_451466_2023-04-26.pdf · ID 451466,APÍTULO VINTE E DOIS – DAS DISPOSIÇÕES GERAIS 117 CAPÍTULO VINTE E TRÊS – DA FORMA DE RESOLUÇÃO DE CONFLITOS 117 ANEXO I – MODELO DE SUPLEMENTO DE COTAS SENIORES 119 ANEXO II – POLÍTICA DE ORIGINAÇÃO E CONCESSÃO DE CRÉDITO 122 ANEXO III – POLÍTICA DE COBRANÇA DE DIRETOS CREDITÓRIOS PARA COBRANÇA EXTRAORDINÁRIA 125 ANEXO IV – PROCEDIMENTOS PARA SELEÇÃO E VERIFICAÇÃO DE LASTRO POR AMOSTRAGEM 127 ANEXO V – LIMITES DE C…,primeira evidência local
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,24/05/2021,201188,data/raw/41970012000126/201188_regulamento_regulamento_201188_2021-05-24.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,201188_regulamento_regulamento_201188_2021-05-24.pdf · ID 201188,"composição e diversificação da Carteira do Fundo, estabelecidos neste Regulamento e na regulamentação aplicável. 5.2. Decorridos 90 (noventa) dias da 1ª Data de Integralização de Cotas, o Fundo deverá ter alocado, no mínimo, 50% (cinquenta por cento) do seu Patrimônio Líquido em Direitos Creditórios. Caso o Fundo não disponha de ofertas de Direitos Creditórios suficientes ou em condições aceitáveis para atingir a al…",primeira evidência local
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,24/05/2021,201188,data/raw/41970012000126/201188_regulamento_regulamento_201188_2021-05-24.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,201188_regulamento_regulamento_201188_2021-05-24.pdf · ID 201188,"as, o Fundo deverá ter alocado, no mínimo, 50% (cinquenta por cento) do seu Patrimônio Líquido em Direitos Creditórios. Caso o Fundo não disponha de ofertas de Direitos Creditórios suficientes ou em condições aceitáveis para atingir a alocação mínima de investimento no prazo referido acima, a Administradora deverá solicitar à CVM autorização para prorrogar o prazo para enquadramento do Patrimônio Líquido do Fundo à…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/08/2021,209157,data/raw/41970012000126/209157_regulamento_regulamento_209157_2021-08-25.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,209157_regulamento_regulamento_209157_2021-08-25.pdf · ID 209157,"composição e diversificação da Carteira do Fundo, estabelecidos neste Regulamento e na regulamentação aplicável. 5.2. Decorridos 90 (noventa) dias da 1ª Data de Integralização de Cotas, o Fundo deverá ter alocado, no mínimo, 50% (cinquenta por cento) do seu Patrimônio Líquido em Direitos Creditórios. Caso o Fundo não disponha de ofertas de Direitos Creditórios suficientes ou em condições aceitáveis para atingir a al…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/08/2021,209157,data/raw/41970012000126/209157_regulamento_regulamento_209157_2021-08-25.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,209157_regulamento_regulamento_209157_2021-08-25.pdf · ID 209157,"as, o Fundo deverá ter alocado, no mínimo, 50% (cinquenta por cento) do seu Patrimônio Líquido em Direitos Creditórios. Caso o Fundo não disponha de ofertas de Direitos Creditórios suficientes ou em condições aceitáveis para atingir a alocação mínima de investimento no prazo referido acima, a Administradora deverá solicitar à CVM autorização para prorrogar o prazo para enquadramento do Patrimônio Líquido do Fundo à…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/08/2021,211642,data/raw/41970012000126/211642_regulamento_regulamento_211642_2021-08-25.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,211642_regulamento_regulamento_211642_2021-08-25.pdf · ID 211642,"composição e diversificação da Carteira do Fundo, estabelecidos neste Regulamento e na regulamentação aplicável. 5.2. Decorridos 90 (noventa) dias da 1ª Data de Integralização de Cotas, o Fundo deverá ter alocado, no mínimo, 50% (cinquenta por cento) do seu Patrimônio Líquido em Direitos Creditórios. Caso o Fundo não disponha de ofertas de Direitos Creditórios suficientes ou em condições aceitáveis para atingir a al…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/08/2021,211642,data/raw/41970012000126/211642_regulamento_regulamento_211642_2021-08-25.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,211642_regulamento_regulamento_211642_2021-08-25.pdf · ID 211642,"as, o Fundo deverá ter alocado, no mínimo, 50% (cinquenta por cento) do seu Patrimônio Líquido em Direitos Creditórios. Caso o Fundo não disponha de ofertas de Direitos Creditórios suficientes ou em condições aceitáveis para atingir a alocação mínima de investimento no prazo referido acima, a Administradora deverá solicitar à CVM autorização para prorrogar o prazo para enquadramento do Patrimônio Líquido do Fundo à…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/10/2021,223727,data/raw/41970012000126/223727_regulamento_regulamento_223727_2021-10-13.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,223727_regulamento_regulamento_223727_2021-10-13.pdf · ID 223727,"o item 8 do Anexo III a este Regulamento. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. “Agente de Recebimento” O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Alocação Mínima…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/10/2021,223727,data/raw/41970012000126/223727_regulamento_regulamento_223727_2021-10-13.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,223727_regulamento_regulamento_223727_2021-10-13.pdf · ID 223727,"na regulamentação aplicável. 5.2. Após o prazo de 90 (noventa) dias contados da Data da Primeira Integralização, o Fundo deverá ter, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido do Fundo alocado em Direitos Creditórios. 5.2.1. Caso o Fundo não disponha de ofertas de Direitos Creditórios que atendam à Pol ítica de Investimento prevista neste Regulamento de forma suficiente 37 para atingir a Alocação…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/10/2021,223727,data/raw/41970012000126/223727_regulamento_regulamento_223727_2021-10-13.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,0.05,ratio,monitoravel,Dir Cred / PL,223727_regulamento_regulamento_223727_2021-10-13.pdf · ID 223727,...... 128 ANEXO VI – SUPLEMENTO DE COTAS SENIORES DA PRIMEIRA EMISSÃO .......................................... 130 ANEXO A AO SUPLEMENTO DE COTAS SENIORES DA PRIMEIRA EMISSÃO – MEMÓRIA DE CÁLCULO DE RENDIMENTOS COTAS SENIORES ................................................................................................... 135 ANEXO VII – PROCEDIMENTOS E METODOLOGIA DE PROVISIONAMENTO PARA DEVEDORES DUVIDOSOS DE…,alterou de >= 50% para >= 5%
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/10/2021,223727,data/raw/41970012000126/223727_regulamento_regulamento_223727_2021-10-13.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",0.7,ratio,monitoravel,Dir Cred / PL,223727_regulamento_regulamento_223727_2021-10-13.pdf · ID 223727,"edução Evento de Step-Down Nível 2 são alternativos e não cumulativos. ""Advance Rate Ponderado"" Em qualquer Data Base, o resultado obtido a partir da seguinte fórmula: Advance Rate Ponderado = o menor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Cre…","alterou de >= 5% para >= 70,00%"
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/10/2021,223727,data/raw/41970012000126/223727_regulamento_regulamento_223727_2021-10-13.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"0,00%",0.0,ratio,monitoravel,Dir Cred / PL,223727_regulamento_regulamento_223727_2021-10-13.pdf · ID 223727,"0,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança dos 5 Direitos…","alterou de >= 70,00% para >= 0,00%"
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/11/2021,232655,data/raw/41970012000126/232655_regulamento_regulamento_232655_2021-11-03.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,232655_regulamento_regulamento_232655_2021-11-03.pdf · ID 232655,"o item 8 do Anexo III a este Regulamento. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. “Agente de Recebimento” O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Alocação Mínima…","alterou de >= 0,00% para >= 50%"
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/11/2021,232655,data/raw/41970012000126/232655_regulamento_regulamento_232655_2021-11-03.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,232655_regulamento_regulamento_232655_2021-11-03.pdf · ID 232655,"na regulamentação aplicável. 5.2. Após o prazo de 90 (noventa) dias contados da Data da Primeira Integralização, o Fundo deverá ter, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido do Fundo alocado em Direitos Creditórios. 5.2.1. Caso o Fundo não disponha de ofertas de Direitos Creditórios que atendam à Pol ítica de Investimento prevista neste Regulamento de forma suficiente 36 para atingir a Alocação…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/11/2021,232655,data/raw/41970012000126/232655_regulamento_regulamento_232655_2021-11-03.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,0.05,ratio,monitoravel,Dir Cred / PL,232655_regulamento_regulamento_232655_2021-11-03.pdf · ID 232655,...... 127 ANEXO VI – SUPLEMENTO DE COTAS SENIORES DA PRIMEIRA EMISSÃO .......................................... 129 ANEXO A AO SUPLEMENTO DE COTAS SENIORES DA PRIMEIRA EMISSÃO – MEMÓRIA DE CÁLCULO DE RENDIMENTOS COTAS SENIORES ................................................................................................... 134 ANEXO VII – PROCEDIMENTOS E METODOLOGIA DE PROVISIONAMENTO PARA DEVEDORES DUVIDOSOS DE…,alterou de >= 50% para >= 5%
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/11/2021,232655,data/raw/41970012000126/232655_regulamento_regulamento_232655_2021-11-03.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",0.7,ratio,monitoravel,Dir Cred / PL,232655_regulamento_regulamento_232655_2021-11-03.pdf · ID 232655,"edução Evento de Step-Down Nível 2 são alternativos e não cumulativos. ""Advance Rate Ponderado"" Em qualquer Data Base, o resultado obtido a partir da seguinte fórmula: Advance Rate Ponderado = o menor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Cre…","alterou de >= 5% para >= 70,00%"
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/11/2021,232655,data/raw/41970012000126/232655_regulamento_regulamento_232655_2021-11-03.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"0,00%",0.0,ratio,monitoravel,Dir Cred / PL,232655_regulamento_regulamento_232655_2021-11-03.pdf · ID 232655,"0,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Creditórios Adquiridos Adimplentes, subtraído (i) o somatório (a) da Taxa de Administração e da remuneração dos Agentes de Cobrança nos termos do item 17.23 abaixo; e (b) os demais custos de cobrança dos 5 Direitos…","alterou de >= 70,00% para >= 0,00%"
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,11/11/2021,234127,data/raw/41970012000126/234127_regulamento_regulamento_234127_2021-11-11.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf · ID 234127,"o item 8 do Anexo III a este Regulamento. ""Agente Escriturador"" O Administrador, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. “Agente de Recebimento” O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Alocação Mínima…","alterou de >= 0,00% para >= 50%"
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,11/11/2021,234127,data/raw/41970012000126/234127_regulamento_regulamento_234127_2021-11-11.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf · ID 234127,"na regulamentação aplicável. 5.2. Após o prazo de 90 (noventa) dias contados da Data da Primeira Integralização, o Fundo deverá ter, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido do Fundo alocado em Direitos Creditórios. 5.2.1. Caso o Fundo não disponha de ofertas de Direitos Creditórios que atendam à Pol ítica de Investimento prevista neste Regulamento de forma suficiente 36 para atingir a Alocação…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,11/11/2021,234127,data/raw/41970012000126/234127_regulamento_regulamento_234127_2021-11-11.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,0.05,ratio,monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf · ID 234127,...... 127 ANEXO VI – SUPLEMENTO DE COTAS SENIORES DA PRIMEIRA EMISSÃO .......................................... 129 ANEXO A AO SUPLEMENTO DE COTAS SENIORES DA PRIMEIRA EMISSÃO – MEMÓRIA DE CÁLCULO DE RENDIMENTOS COTAS SENIORES ................................................................................................... 134 ANEXO VII – PROCEDIMENTOS E METODOLOGIA DE PROVISIONAMENTO PARA DEVEDORES DUVIDOSOS DE…,alterou de >= 50% para >= 5%
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,11/11/2021,234127,data/raw/41970012000126/234127_regulamento_regulamento_234127_2021-11-11.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",0.7,ratio,monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf · ID 234127,"edução Evento de Step-Down Nível 2 são alternativos e não cumulativos. ""Advance Rate Ponderado"" Em qualquer Data Base, o resultado obtido a partir da seguinte fórmula: Advance Rate Ponderado = o menor entre (i) 70,00%; e (ii) 100,00% – [(PP x MS) – (ESL x PMP)] onde: PP = Perda Ponderada MS = múltiplo de stress equivalente a 3,00 ESL = Excesso de spread líquido, equivalente a Taxa Interna de Retorno dos Direitos Cre…","alterou de >= 5% para >= 70,00%"
