Fundo,CNPJ,Critério,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,cnpj_digits,arquivo_origem_tabela,Chave,Status curadoria,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Comentário,Trecho/Fórmula
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Reserva ou caixa mínimo,,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,,Extração local heurística; validar manualmente antes de ativar alerta.,296748_regulamento_regulamento_296748_2021-12-30.pdf · ID 296748,37511828000114,data/regulatory_knowledge/37511828000114.json,minimum_cash_ratio,,enquadramento,<=,75%,,,,"egulamento, para fazer frente ao pagamento das despesas e encargos do Fundo. “Senioridade Máxima” O valor máximo das Cotas Seniores emitidas e integralizadas pelos Cotistas Seniores, o qual deverá, em cada Data de Cálculo, ou em cada Chamada de Capital, corresponder ao menor dos seguintes valores; (i) soma (a) de 75% (setenta e cinco por cento) do Valor Ajustado dos Direitos Creditórios, e (b) da totalidade das Disp…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,296748_regulamento_regulamento_296748_2021-12-30.pdf · ID 296748,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,>=,240%,,,,"el; 9. inexistência de ação judicial ou outros procedimentos judiciais, arbitrais ou administrativos aplicáveis em curso perante qualquer au toridade competente com relação a tal Direito Creditório ou seus Documentos Comprobatórios; e 10. a taxa de juros anual (“ APR”) dos Direitos Creditórios CCB Consumidor Adquiridos seja igual ou inferior a 240% (duzentos e quarenta por cento). 137 ANEXO VIII - LIMITES DE CONCENT…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,296748_regulamento_regulamento_296748_2021-12-30.pdf · ID 296748,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"ndo e sua respectiva quantidade, rentabilidade, valor, percentual que representa da Carteira do Fundo e data de vencimento, e (b) informações sobre provisão para devedores duvidosos. 17.4. É vedado ao Administrador: (i) prestar fiança, aval, aceite ou coobrigar -se sob qualquer outra forma nas operações praticadas pelo Fundo, inclusive quando se tratar de garantias prestadas às operações realizadas em mercados de de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,296748_regulamento_regulamento_296748_2021-12-30.pdf · ID 296748,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"versamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, 105 ou os mercados internacionais. Além disso, o Fundo somente poderá realizar operações em mercados de deriv…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,ólares Norte Americanos (utilizando-se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de 38 câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Út il a partir da Data da Primeira Integralização. “Razão de Subordinaçã…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,"câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Út il a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) a soma do valor das Cotas Seniores em Circulação e (ii) o Patrimônio Líquido do Fundo ambos calculados em uma mesma data, sendo a Razão de Subordin…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,"res ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Út il a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) a soma do valor das Cotas Seniores em Circulação e (ii) o Patrimônio Líquido do Fundo ambos calculados em uma mesma data, sendo a Razão de Subordinação apurada e divulgada trimestralmente aos Cotistas, observado que a razão inicial de subordi…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - vencimento antecipado,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_early_maturity,,vencimento_antecipado,<=,6%,,,,r ou igual ao Índice Histórico de Inadimplência Comerciante; (xvii) caso a Média Móvel do Índice de Inadimplência Relevante C onsumidor calculada em qualquer Data de Cálculo seja superior ou igual a 6% (seis por cento); (xviii) caso a Média Móvel do Índice de Inadimplência Consumidor calculada em qualquer Data de Cálculo seja superior ou igual ao Índice Histórico de Inadimplência Consumidor; (xix) declaração de venc…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,titularidade das Cotas S eniores no mês calendário de referência; pela (ii) média diária do Valor Principal da totalidade dos Direitos Creditórios Para Fins de Juros Excedentes no mês calendário de referência. O Índice de Juros Excedente será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Comerciante” (i) para fins de verificação de Evento de Avali…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,"4,50%",,,,"); ou (2) no 12º (décimo segundo) mês de aniversário da referida data; e (b) após o encerramento do período mencionado n o item (a) acima, 4,50% (quatro inteiros e cinquenta centésimos por cento). O Índice Histórico de Inadimplência Comerciante será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Consumidor” (i) para fins de verificação de Evento de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"os, nos termos e condições descritos neste Regulamento. ""Agentes de Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" BRL, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. ""Alocação Mínim…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"mento e na regulamentação aplicável. 5.2. Após o prazo de 90 (noventa) dias corridos contados da Data da Primeira Integralização, o Fundo deverá ter, no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido alocado em Direitos Creditórios. 5.2.1. Caso o Fundo não disponha de ofertas de Direitos Creditórios que atendam à Política de Investimento prevista neste Regulamento de forma suficiente para atingir a Aloc…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"al da MeLi e cada uma da s suas subsidiárias e afiliadas , conforme disposto no Bad Acts Guaranty. ""Agência Classificadora de Risco"" Qualquer agência de classificação de risco autorizada a prestar tais serviços junto a CVM que tenha sido contratada pelo Fundo para avaliação de risco das Cotas, conforme aplicável. ""Agente de Cobrança CCB"" Mercado Pago, contratado para prestação dos serviços de cobrança dos Direitos C…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Reserva ou caixa mínimo,,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,minimum_cash_ratio,,enquadramento,<=,75%,,,,"egulamento, para fazer frente ao pagamento das despesas e encargos do Fundo. “Senioridade Máxima” O valor máximo das Cotas Seniores emitidas e integralizadas pelos Cotistas Seniores, o qual deverá, em cada Data de Cálculo, ou em cada Chamada de Capital, corresponder ao menor dos seguintes valores; (i) soma (a) de 75% (setenta e cinco por cento) do Valor Ajustado dos Direitos Creditórios, e (b) da totalidade das Disp…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,>=,240%,,,,"el; 9. inexistência de ação judicial ou outros procedimentos judiciais, arbitrais ou administrativos aplicáveis em curso peran te qualquer autoridade competente com relação a tal Direito Creditório ou seus Documentos Comprobatórios; e 10. a taxa de juros anual (“ APR”) dos Direitos Creditórios CCB Consumidor Adquiridos seja igual ou inferior a 240% (duzentos e quarenta por cento). 138 ANEXO VIII - LIMITES DE CONCENT…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"ndo e sua respectiva quantidade, rentabilidade, valor, percentual que representa da Carteira do Fundo e data de vencimento, e (b) informações sobre provisão para devedores duvidosos. 17.4. É vedado ao Administrador: (i) prestar fiança, aval, aceite ou coobrigar -se sob qualquer outra forma nas operações praticadas pelo Fundo, inclusive quando se tratar de garantias prestadas às operações realizadas em mercados de de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,297781_regulamento_regulamento_297781_2022-04-29.pdf · ID 297781,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"versamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, 106 ou os mercados internacionais. Além disso, o Fundo somente poderá realizar operações em mercados de deriv…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,321445_assembleia_assembleia_321445_2022-06-28.pdf · ID 321445,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,6%,,,,"onvocação, nos termos do artigo 28, §5º, da Instrução CVM nº 356/01, em razão da presença dos Cotistas representando da totalidade das cotas em circulação do Fundo. COMPOSIÇÃO DA MESA: Presidente: Isabella Uno de Oliveira; Secretário: Elvis Marques; e os representantes da Administradora. ORDEM DO DIA: Considerando que, a g estora do fundo, Captalys Gestão Ltda., notificou a Administradora acerca da ocorrência do Eve…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,321445_assembleia_assembleia_321445_2022-06-28.pdf · ID 321445,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,6%,,,,"s representantes da Administradora. ORDEM DO DIA: Considerando que, a g estora do fundo, Captalys Gestão Ltda., notificou a Administradora acerca da ocorrência do Evento de Avaliação definido na alínea (xvii) da cláusula 13.1 do regulamento do Fundo, serve a presente assembleia para, em atendimento à cláusula 13.1.4 do regulamento do Fundo: 1. Matéria informativa: dar ciência aos Cotistas acerca da ocorrência do Eve…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,321445_assembleia_assembleia_321445_2022-06-28.pdf · ID 321445,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,6%,,,,"la 13.1.4 do regulamento do Fundo: 1. Matéria informativa: dar ciência aos Cotistas acerca da ocorrência do Evento de Avaliação definido na alínea (xvii) da cláusula 13.1 do regulamento do Fundo, a saber: (xvii) caso a Média Móvel do Índice de Inadimplência Relevante Consumidor calculada em qualquer Data de Cálculo seja superior ou igual a 6% (seis por cento). 2. Matérias deliberativas: Diante da ocorrência do Event…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,366672_assembleia_assembleia_366672_2022-10-14.pdf · ID 366672,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,"0,5%",,,,"nido no Regulamento) calculada e provisionada todo Dia Útil a base de 1/252 (um inteiro e duzentos e cinquenta e dois avos), sobre o valor do Patrimônio Líquido do Fundo verificado no Dia Útil anterior à realização do referido cálculo. Fica desde já ajustado entre as Partes que a remuneração calculada não será líquida de impostos, por todo o período em que o Contratado atuar como Agente de Recebimento dos respectivo…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,366672_assembleia_assembleia_366672_2022-10-14.pdf · ID 366672,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,"0,5%",,,,"provisionada todo Dia Útil a base de 1/252 (um inteiro e duzentos e cinquenta e dois avos), sobre o valor do Patrimônio Líquido do Fundo verificado no Dia Útil anterior à realização do referido cálculo. Fica desde já ajustado entre as Partes que a remuneração calculada não será líquida de impostos, por todo o período em que o Contratado atuar como Agente de Recebimento dos respectivos Direitos Creditórios CCB e dos…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,366672_assembleia_assembleia_366672_2022-10-14.pdf · ID 366672,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,3%,,,,"B, nos termos do Capítulo Sétimo do Contrato de Cobrança, e pagamento de remuneração ao Agente de Recebimento, nos termos do Capítulo Cinco do Contrato de Agente de Recebimento, considerando que a somatória das duas remunerações não deve exceder um montante igual a 3% (três por cento) ao ano sobre o Patrimônio Líquido do Fundo; (vi) pagamento da Amortização Extraordinária; (vii) até a Data Limite de Investimento em…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,366672_assembleia_assembleia_366672_2022-10-14.pdf · ID 366672,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,3%,,,,"ato de Agente de Recebimento, considerando que a somatória das duas remunerações não deve exceder um montante igual a 3% (três por cento) ao ano sobre o Patrimônio Líquido do Fundo; (vi) pagamento da Amortização Extraordinária; (vii) até a Data Limite de Investimento em Direitos Creditórios, aquisição de Direitos Creditórios; e (viii) aquisição de Ativos Financeiros. 19.3. Após a Data Limite de Investimento em Direi…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,is para Dólares Norte Americanos (utilizando-se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subord…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,"e câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) a soma do valor das Cotas Seniores em Circulação e (ii) o Patrimônio Líquido do Fundo ambos calculados em uma mesma data, sendo a Razão de Subordi…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,<=,75%,,,,"ores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subordinação” A razão entre (i) a soma do valor das Cotas Seniores em Circulação e (ii) o Patrimônio Líquido do Fundo ambos calculados em uma mesma data, sendo a Razão de Subordinação apurada e divulgada trimestralmente aos Cotistas, observado que a razão inicial de subordi…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - vencimento antecipado,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_early_maturity,,vencimento_antecipado,<=,6%,,,,r o u igual ao Índice Histórico de Inadimplência Comerciante; (xvii) caso a Média Móvel do Índice de Inadimplência Relevante Consumidor calculada em qualquer Data de Cálculo seja superior ou igual a 6% (seis por cento); (xviii) caso a Média Móvel do Índice de Inadimplênci a Consumidor calculada em qualquer Data de Cálculo seja superior ou igual ao Índice Histórico de Inadimplência Consumidor; (xix) declaração de ven…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,default_rate_evaluation_event,,avaliação,<=,8%,,,,da titularidade das Cotas Seniores no mês calendário de referência; pela (ii) média diária do Valor Principal da totalidade dos Direitos Creditórios Para Fins de Juros Excedentes no mês calendário de referência. O Índice de Juros Excedente será calculado e disponibilizado pelo Gestor por meio do Relatório de Acompanhamento. “Índice Histórico de Inadimplência Comerciante” (i) para fins de verificação de Evento de Ava…
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,,monitoravel,Dir Cred / PL,,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,credit_rights_allocation_min,,enquadramento,>=,50%,,,,"Cobrança"" O Agente de Cobrança CCB e o Agente de Cobrança PPV, quando referidos em conjunto. ""Agente de Recebimento"" O Mercado Pago, contratado para prestação de serviços de agente de recebimento dos Direitos Creditórios do Fundo. ""Agente Escriturador"" BRL, na qualidade de instituição responsável pela escrituração das Cotas do Fundo. DocuSign Envelope ID: BBD9927A-0B7D-4F83-9007-2636D108FC9C 12 ""Alocação Mínima de I…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,,nao_monitoravel,,,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,concentration_limits,,elegibilidade,>=,240%,,,,"udiciais, arbitrais ou administrativos aplicáveis em curso perante qualquer autoridade competente com relação a tal Direito Creditório ou seus Documentos Comprobatórios; e 10. a taxa de juros anual (“APR”) dos Direitos Creditórios CCB Consumidor Adquiridos seja igual ou inferior a 240% (duzentos e quarenta por cento). DocuSign Envelope ID: BBD9927A-0B7D-4F83-9007-2636D108FC9C 153 ANEXO VIII - LIMITES DE CONCENTRAÇÃO…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"resenta da Carteira do Fundo e data de vencimento, e (b) informações sobre provisão para devedores duvidosos. 17.4. É vedado ao Administrador: DocuSign Envelope ID: BBD9927A-0B7D-4F83-9007-2636D108FC9C 104 (i) prestar fiança, aval, aceite ou coobrigar -se sob qualquer outra forma nas operações praticadas pelo Fundo, inclusive quando se tratar de garantias prestadas às operações realizadas em mercados de derivativos;…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,,parcial,Posições mantidas em derivativos,,Extração local heurística; validar manualmente antes de ativar alerta.,366675_regulamento_regulamento_366675_2022-10-14.pdf · ID 366675,37511828000114,data/regulatory_knowledge/37511828000114.json,permitted_hedges,,enquadramento,texto,,,,,"dem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo somente poderá realizar operações em mercados de…"
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",,Extração local heurística; validar manualmente antes de ativar alerta.,386205_regulamento_regulamento_386205_2022-12-01.pdf · ID 386205,37511828000114,data/regulatory_knowledge/37511828000114.json,subordination_ratio_min,,enquadramento,>=,75%,,,,ais para Dólares Norte Americanos (utilizando- se o preço de fechamento divulgado pela Bloomberg L.P. ou por qualquer sucessor da mesma) de um Dia Útil; e (ii) a menor taxa de câmbio de Reais para Dólares Norte Americanos verificada no período de 60 sessenta dias anteriores ao Dia Útil do cálculo (exclusive). A razão será calculada pelo Gestor todo Dia Útil a partir da Data da Primeira Integralização. “Razão de Subo…
