Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,,evento de cota,,"no Potenciais, conforme o caso, bem como suas consolidações por Cotas Seniores e por Classes de Cotas Subordinadas Mezanino: 11 (i) Valor Principal de Referência Anterior; (ii) Valor Unitário de Referência Corrigido Antes da Amortização; (iii) Metas de Amortização de Principal; (iv) Limites Superiores de Remuneração; (v) Metas de Amortização; (vi) Parâmetros de Ponderação de Risco; (vii) Excesso de Retorno Mínimos d…","ermos previstos neste Regulamento, seus Anexos Descritivos e Apêndices, os patamares exigidos com relação aos parâmetros abaixo, com base em relatórios previamente acordados com o Custodiante e com a Gestora, conforme aplicável: (1) Relação Mínima; (2) Alocação Mínima; (3) Reserva de Liquidez; (4) Reserva de Amortização; e (5) Reserva de Despesas e Encargos; (d) no caso de liquidação, dissolução, intervenção, decret…",784310_assembleia_assembleia_784310_2024-11-18.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,,evento de cota,,"adas Mezanino ou de Cotas Subordinadas Mezanino Potenciais, conforme o caso, bem como suas consolidações por Cotas Seniores e por Classes de Cotas Subordinadas Mezanino: Valor Principal de Referência Anterior;Valor Unitário de Referência Corrigido Antes da Amortização;Metas de Amortização de Principal;Limites Superiores de Remuneração;Metas de Amortização;Parâmetros de Ponderação de Risco;Excesso de Retorno Mínimos…","Classe/Subclasse;monitorar, nos termos previstos neste Regulamento, seus Anexos Descritivos e Apêndices, os patamares exigidos com relação aos parâmetros abaixo, com base em relatórios previamente acordados com o Custodiante e com a Gestora, conforme aplicável: Relação Mínima;Alocação Mínima;Reserva de Liquidez;Reserva de Amortização; eReserva de Despesas e Encargos;no caso de liquidação, dissolução, intervenção, de…",784311_regulamento_regulamento_784311_2024-11-18.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª Série,evento de cota,R$ 40.000.000,"nte: (A) em relação ao item (i) da ordem do dia, trata-se da emissão da 35ª (trigésima quinta) série de Cotas Seniores do Fundo, no valor de, no mínimo, R$ 40.000.000 (quarenta milhões de reais) e, no máximo, R$ 410.000.000,00 (quatrocentos e dez milhões de reais), com prazo de 72 (setenta e dois ) meses, cuja Meta de Remuneração será calculada nos termos do Suplemento de Cotas Seniores da 35ª Série, com base na var…","ão ser implementada, desde que observada a Relação Mínima. Observado o disposto acima, a quantidade final e a sobretaxa mezanino das Cotas Subordinadas Mezanino I-M serão definidas em Procedimento de Bookbuilding. Nos termos do Regulamento, as Cotas Subordinadas Mezanino I -M se subordinarão, para efeitos de eventual amortização, resgate e distribuição de rendimentos da carteira do Fundo, às Cotas Subordinadas Mezan…",928766_assembleia_assembleia_928766_2025-06-30.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª Série,evento de cota,"R$ 40.000.000,00","carência para amortização de principal e, a partir do 13º (décimo terceiro) mês (inclusive), amortização de principal à razão de 1/ 60 (um sobre sessenta avos) de principal a cada mês. O pagamento de juros ocorrerá mensalmente sem carência, desde a 1ª Data de Integralização de Cotas Seniores da 35ª Série; (v) Meta de Remuneração das Cotas Seniores da 35ª Série : as Cotas Seniores da 35ª Série serão valoradas diariam…","es da 35ª Série : a ser definid a de acordo com Procedimento de Bookbuilding, observada a quantidade mínima de 40.000.000 (quarenta milhões) e a quantidade máxima de 410.000.000 (quatrocentos e dez milhões) de Cotas Seniores da 35ª Série; (iii) Valor Unitário de Emissão: R$ 1,00 (um real); (iv) Prazo e Condições de Amortização das Cotas Seniores da 35ª Série: prazo de 72 (setenta e dois) meses a contar da primeira d…",939819_assembleia_assembleia_939819_2025-06-30.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª SÉRIE,emissão,"R$ 468.000.000,00","ezanino II -E (“Montante Mínimo de Cotas Seniores da 35ª Série ”, “ Montante Mínimo de Cotas Subordinadas Mezanino I -M” e “ Montante Mínimo de Cotas Subordinadas Mezanino II -E”, respectivamente, e, em conjunto “Montantes Mínimos”). A partir da presente data, a Oferta encontra -se a mercado sendo que a sobretaxa de remuneração das Cotas será definida em procedimento de coleta de intenções de investimento a ser real…",,939731_emissao_emissao_939731_2025-07-02.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª SÉRIE,emissão,"R$ 468.000.000,00",,,954682_emissao_emissao_954682_2025-07-28.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª SÉRIE,evento de cota,"R$ 468.000.000,00",,"● Sobretaxa Sênior da 35ª Série : variação da Taxa DI, acrescida de sobretaxa sênior equivalente a 1,03% (um inteiro e três centésimos por cento) ao ano, calculada pro rata temporis por Dias Úteis decorridos, desde a 1ª Data de Integralização das Cotas referente às Cotas Seniores da 35ª Série até a respectiva Data de Resgate estabelecida no Suplemento das Cotas Seniores da 3 5ª Série, nos termos do item 7 do anexo d…",954689_evento_evento_954689_2025-07-28.pdf
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,35ª SÉRIE,emissão,"R$ 468.000.000,00",,,974566_emissao_emissao_974566_2025-08-12.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,cotas seniores com direito a,evento de cota,,"nto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e) incluir a possibilidade de antecipação da Data de Resgate de Quotas Seniores por deliberação dos Quotistas Subordinados; e (f) incluir a possibilidade de criação de um prêmio de remuneração a ser conferido aos Quotistas Seniores e aos Quotistas Mezanino, por determinação dos…",tes de Titulares Impontuais; (b) excluir a cobrança da Taxa de Saída; (c) atualizar a fórmula de cálculo da Taxa Mínima de Desconto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e) incluir a possibilidade de antecipação da Data de Resgate de Quotas Seniores por deliberação dos Quotistas Subordinados; e (f) incluir a possibilid…,142211_assembleia_assembleia_142211_2020-01-15.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,"R$ 950.000,00","(d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lidade de criação de um prêmio de remuneração a ser conferido aos Quotist as Seniores e aos Quotistas Mezanino, por determinação dos…",de Titulares Impontuais; (b) excluir a cobrança da Taxa de Saída; (c) atualizar a fórmula de cálculo da Taxa Mínima de Des conto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lid…,142212_assembleia_assembleia_142212_2020-01-15.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,A ............... 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA....................................................................…,......................... 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ..................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,142213_assembleia_assembleia_142213_2020-01-15.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,A ............... 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA....................................................................…,......................... 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ..................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,142218_regulamento_regulamento_142218_2021-01-15.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,................ 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA ....................................................................…,........................ 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ...................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,256407_regulamento_regulamento_256407_2022-01-13.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,cotas seniores (“Cotas,emissão,"R$ 235,38","o há garantia de completa eliminação de possibilidade de perdas para o Fundo e, consequentemente, para o investidor. O Fundo não conta com garantia da Administradora, do Coordenador Líder, das cedentes abaixo identificadas, do Custodiante, de qualquer mecanismo de seguro ou, ainda, do Fundo Garantidor de Créditos - FGC. A rentabilidade obtida no passado não representa garantia de rentabilidade futura. COORDENADOR LÍ…",,285895_emissao_emissao_285895_2022-01-14.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,A ............... 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA....................................................................…,......................... 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ..................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,273886_regulamento_regulamento_273886_2022-03-03.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,Cotas Mezanino I:,emissão,"R$ 2.000.000.000,00","ulo XXIV do Regulamento, os recursos decorrentes da integralização das quotas e do recebimento dos ativos integrantes da carteira do Fundo serão alocados na seguinte ordem: (a) no pagamento de despesas e encargos de responsabilidade do Fundo, devidos nos termos do Regulamento e da legislação aplicável; (b) no pagamento da remuneração da Agência de Classificação de Risco; (c) no resgate integral das Quotas Seniores,…","as Mezanino II sobre o Patrimônio Líquido, nos termos do Regulamento (“Razão de Garantia Mezanino II” e, em conjunto com a Razão de Garantia Sênior e a Razão de Garantia Mezanino I, a “Razão de Garantia”) deverá ser equivalente a, no máximo, 95,5% (noventa e cinco inteiros e cinco décimos por cento). Não será admitida a amortização das quotas. 10. ORDEM DE APLICAÇÃO DOS RECURSOS A partir do Início das Atividades e a…",285894_emissao_emissao_285894_2022-03-28.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,emissão,"R$ 2.000.000.000,00",".................................... 111 Histórico e Atividades...................................................................................................................................... 111 Breve Descrição das Obrigações, Vedações e Responsabilidades da Administradora .................................... 113 Remuneração da Administradora ...................................................................…","sendo as Quotas Mezanino I e as Quotas Mezanino II; e (iii) 1 (uma) classe de quotas subordinadas. As Quotas Seniores não se subordinam às Quotas Mezanino ou às Quotas Subordinadas para efeito de resgate e distribuição dos rendimentos da carteira do Fundo, nos termos do Regulamento e deste Prospecto. Não será admitida a amortização das Quotas. Quotas Seniores Cada Quota Sênior possui com o características e confere…",285893_emissao_emissao_285893_2022-03-29.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,................................................................................................. 38 CAPÍTULO VII – CEDENTES E DOS DIREITOS CREDITÓRIOS..................................................... 40 CAPÍTULO VIII – ADMINISTRAÇÃO E GESTÃO DA CLASSE ÚNICA ......................................... 40 CAPÍTULO IX – REMUNERAÇÃO DA ADMINISTRADORA E GESTORA ................................... 45 CAPÍTULO X – SUBST…,"pecífico dos Fundos Não Sujeitos à Tributação Periódica, conforme definição disposta na Lei 14.754, e suas alterações, com a produção de efeitos completos a partir de 1º de janeiro de 2024 (“Início dos Efeitos”). Isso significa que, o Fundo estará sujeito ao IRRF de 15% (quinze por cento) na distribuição de rendimentos, amortização ou resgate de cotas. i) Trânsito dos valores relativos aos Direitos Creditórios de ti…",737756_regulamento_regulamento_737756_2024-09-10.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,................................................................................................. 38 CAPÍTULO VII – CEDENTES E DOS DIREITOS CREDITÓRIOS..................................................... 40 CAPÍTULO VIII – ADMINISTRAÇÃO E GESTÃO DA CLASSE ÚNICA ......................................... 40 CAPÍTULO IX – REMUNERAÇÃO DA ADMINISTRADORA E GESTORA ................................... 45 CAPÍTULO X – SUBST…,"a em votação; e (v) o Cotista, na hipótese de deliberação relativa a laudos de avaliação de bens de sua propriedade. CAPÍTULO XXIII – PATRIMÔNIO LÍQUIDO NEGATIVO E INSOLVÊNCIA 22.1 Caso a Administradora verifique que o Patrimônio Líquido da Classe Única está negativo, deve, imediatamente, (i) suspender a realização da amortização de Cotas; (ii) não realizar novas subscrições de Cotas; (iii) comunicar a existência do…",772010_regulamento_regulamento_772010_2024-11-05.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,evento de cota,,................................................................................................. 38 CAPÍTULO VII – CEDENTES E DOS DIREITOS CREDITÓRIOS..................................................... 40 CAPÍTULO VIII – ADMINISTRAÇÃO E GESTÃO DA CLASSE ÚNICA ......................................... 40 CAPÍTULO IX – REMUNERAÇÃO DA ADMINISTRADORA E GESTORA ................................... 45 CAPÍTULO X – SUBST…,"a em votação; e (v) o Cotista, na hipótese de deliberação relativa a laudos de avaliação de bens de sua propriedade. CAPÍTULO XXIII – PATRIMÔNIO LÍQUIDO NEGATIVO E INSOLVÊNCIA 22.1 Caso a Administradora verifique que o Patrimônio Líquido da Classe Única está negativo, deve, imediatamente, (i) suspender a realização da amortização de Cotas; (ii) não realizar novas subscrições de Cotas; (iii) comunicar a existência do…",772020_regulamento_regulamento_772020_2024-11-05.pdf
KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA,10.292.322/0001-05,,,evento de cota,,"diretamente de dolo ou má -fé dos prestadores dos serviços no exercício de suas respectivas funções; IX - despesas com fechamento de câmbio, vinculadas às operações da carteira de ativos; X – despesas relacionadas à convocação, instalação, realização e formalização de Assembleia Geral ou Especial de Cotistas; XI - a remuneração dos membros dos comitês ou conselhos destinados a fiscalizar ou supervisionar os Prestado…","iii) formação de reserva equivalente ao montante estimado dos encargos do fundo a serem incorridos no mês calendário imediatamente subsequente àquele em que for efetuado o respectivo provisionamento; iv) devolução aos titulares de Cotas dos valores aportados à Classe, nos termos deste Anexo, por meio do resgate ou da amortização das respectivas Cotas integralizadas, na proporção de suas respectivas contribuições; v)…",895847_regulamento_regulamento_895847_2025-04-22.pdf
KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA,10.292.322/0001-05,,,evento de cota,,"diretamente de dolo ou má -fé dos prestadores dos serviços no exercício de suas respectivas funções; IX - despesas com fechamento de câmbio, vinculadas às operações da carteira de ativos; X – despesas relacionadas à convocação, instalação, realização e formalização de Assembleia Geral ou Especial de Cotistas; XI - a remuneração dos membros dos comitês ou conselhos destinados a fiscalizar ou supervisionar os Prestado…","iii) formação de reserva equivalente ao montante estimado dos encargos do fundo a serem incorridos no mês calendário imediatamente subsequente àquele em que for efetuado o respectivo provisionamento; iv) devolução aos titulares de Cotas dos valores aportados à Classe, nos termos deste Anexo, por meio do resgate ou da amortização das respectivas Cotas integralizadas, na proporção de suas respectivas contribuições; v)…",1134285_regulamento_regulamento_1134285_2026-03-12.pdf
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,,COTAS SUBORDINADAS,evento de cota,"R$ 45.000.000,00","mês 20º mês 21º mês 22º mês 23º mês 24º mês 1/6 2/6 3/6 4/6 5/6 6/6 j) Resgate: no 24° (vigésimo quarto) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mesmo dia do mês que ocorreu a primeira emissão de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe Mezanino V. k) Remuneração alvo: 100% (cem por cento) da variação do CDI-Over + 4% ao ano. l) Custo de distribuição: conforme Co…","conforme abaixo e suplemento anexo (Anexo I): “i) Amortizações: do 19° (décimo nono) mês até o 24° (vigésimo quarto) mês, a contar da data da primeira emissão de Cotas, com pagamento em cada mês no mesmo dia da primeira emissão de Cotas da Classe, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. 19º mês 20º mês 21º mês 22º mês 23…",129753_assembleia_assembleia_129753_2020-11-23.pdf
